;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63
Router 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-37,363;-27,129;-3,143;-26,215;25,558;8,818;14,131;-4,028;-32,279;37,452;-7,282;-79,675;-52,096;-140,916;8,023;144,995;0,000;0,000;0,000;0,000
Router 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-49,024;-15,853;-39,753;-88,464;-20,487;-8,044;8,165;72,299;-58,473;16,982;65,853;-73,777;-279,636;103,800;-153,971;0,000;0,000;0,000;0,000
Router 45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,259;8,772;-81,092;-60,886;-5,266;-3,029;55,782;-48,889;-4,457;88,075;5,603;36,114;-109,164;-4,959;0,000;0,000;0,000;0,000
Router 46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-12,453;-36,445;-35,191;-27,328;0,337;-10,141;35,281;15,316;-8,825;15,434;70,189;-55,792;5,405;0,000;0,000;0,000;0,000
Router 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,780;111,580;-83,424;38,158;-11,091;-59,308;-15,687;-32,152;-57,925;-179,332;-55,191;43,713;0,000;0,000;0,000;0,000
Router 48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-15,939;14,707;-42,586;1,333;-43,198;-0,628;21,644;-124,009;-49,461;84,999;41,062;0,000;0,000;0,000;0,000
Router 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,491;-75,619;-102,633;-67,398;-36,657;37,207;-34,469;-101,315;61,339;-206,609;0,000;0,000;0,000;0,000
Router 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1,688;-23,208;16,615;-15,272;-23,929;-22,859;-124,477;53,717;11,281;0,000;0,000;0,000;0,000
Router 51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,603;26,073;16,762;-44,866;42,488;29,040;-133,527;12,606;0,000;0,000;0,000;0,000
Router 52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,001;8,162;-67,329;37,951;-56,088;13,295;25,556;0,000;0,000;0,000;0,000
Router 53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-26,550;68,924;88,483;-63,254;28,943;-10,316;0,000;0,000;0,000;0,000
Router 54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-18,546;-56,477;-154,862;28,737;-35,102;0,000;0,000;0,000;0,000
Router 55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-83,259;-103,301;-29,993;-249,818;0,000;0,000;0,000;0,000
Router 56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-36,787;-177,121;-19,511;0,000;0,000;0,000;0,000
Router 57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-90,365;220,221;0,000;0,000;0,000;0,000
Router 58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105,550;0,000;0,000;0,000;0,000
Router 59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000
Router 60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000
Router 61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000
Router 62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000
Router 63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
