;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63
Router 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-71,197;19,717;18,395;70,804;74,655;-18,068;-2,332;36,784;-67,370;-36,924;10,989;-13,088;-18,210;-26,514;-34,525;0,000;0,000;0,000;0,000
Router 45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-28,715;25,547;12,835;-6,881;-15,655;-4,069;-24,890;-18,038;11,491;118,865;-75,970;-38,044;-105,107;21,589;0,000;0,000;0,000;0,000
Router 46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-32,168;-30,420;-50,840;-8,595;-7,486;-17,278;-12,989;-12,131;0,982;-5,385;-161,942;-39,802;7,370;0,000;0,000;0,000;0,000
Router 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-59,158;-49,845;-35,929;6,933;59,307;13,788;33,815;51,325;-106,948;-103,804;67,767;192,008;0,000;0,000;0,000;0,000
Router 48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,717;-57,875;10,059;68,309;1,727;-15,930;-30,429;29,244;-20,811;-34,868;-171,199;0,000;0,000;0,000;0,000
Router 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,144;-4,836;-21,128;-52,007;-30,436;47,656;-58,287;-35,107;-31,636;20,441;0,000;0,000;0,000;0,000
Router 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,557;-7,845;5,942;2,836;-7,003;-52,870;-47,990;56,284;-11,125;0,000;0,000;0,000;0,000
Router 51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6,741;-13,585;3,003;-4,265;-8,695;4,637;2,406;-14,795;0,000;0,000;0,000;0,000
Router 52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-71,552;37,393;-7,861;-58,537;-90,167;27,808;73,071;0,000;0,000;0,000;0,000
Router 53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58,376;-44,941;66,467;237,904;40,867;-8,321;0,000;0,000;0,000;0,000
Router 54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-61,588;72,231;11,776;-54,108;-19,834;0,000;0,000;0,000;0,000
Router 55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-26,861;-64,125;-53,643;-30,157;0,000;0,000;0,000;0,000
Router 56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;253,900;-20,115;39,759;0,000;0,000;0,000;0,000
Router 57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-71,808;103,418;0,000;0,000;0,000;0,000
Router 58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1,021;0,000;0,000;0,000;0,000
Router 59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000
Router 60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000
Router 61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000
Router 62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000
Router 63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
