;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63
Router 45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,906;-26,305;-11,471;-12,539;-3,970;-0,020;-2,452;-2,889;1,964;5,199;-8,128;-57,387;-0,352;1,556;0,000;0,000;0,000;0,000
Router 46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-12,102;-4,166;15,757;-0,135;0,455;0,355;1,960;-7,768;-11,991;-7,409;1,272;-21,432;-10,452;0,000;0,000;0,000;0,000
Router 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,015;-0,143;3,045;0,687;-9,204;31,082;-10,416;-23,202;-26,500;-49,149;17,115;-2,994;0,000;0,000;0,000;0,000
Router 48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9,466;-2,216;-0,646;-0,616;-32,884;3,431;-36,518;29,140;17,504;58,723;56,044;0,000;0,000;0,000;0,000
Router 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,945;-0,013;3,908;19,737;-17,985;0,109;48,936;14,002;17,205;-2,208;0,000;0,000;0,000;0,000
Router 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,057;-0,751;-5,091;0,886;-4,421;0,057;-1,457;-4,006;0,683;0,000;0,000;0,000;0,000
Router 51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,707;-1,509;0,632;-2,581;-3,200;-1,267;1,683;0,753;0,000;0,000;0,000;0,000
Router 52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-22,385;0,936;-29,256;-41,076;19,545;9,430;-31,064;0,000;0,000;0,000;0,000
Router 53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,785;4,123;-3,648;-27,454;-13,276;-15,262;0,000;0,000;0,000;0,000
Router 54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,987;-30,064;17,099;16,889;0,909;0,000;0,000;0,000;0,000
Router 55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33,928;-54,969;25,616;15,481;0,000;0,000;0,000;0,000
Router 56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6,089;-27,339;11,226;0,000;0,000;0,000;0,000
Router 57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-14,556;-4,887;0,000;0,000;0,000;0,000
Router 58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-91,343;0,000;0,000;0,000;0,000
Router 59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000
Router 60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000
Router 61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000
Router 62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000
Router 63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
