;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52
Router 11;;;;;;;;;;;;2334,228;2,673;-42,028;2,443;1,490;45,172;358,937;53,214;103,577;230,374;16,339;249,372;197,144;614,729;181,980;17,246;21,369;143,995;279,248;30,812;558,642;357,676;-22,758;4,032;65,114;-23,665;88,056;1398,508;-2,180;-23,853;166,752;29,946;1391,934;256,294;433,530;284,705;185,422;-13,240;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;15,823;-28,774;-10,227;-77,881;24,532;3005,881;-15,606;85,820;417,722;-43,288;440,384;667,772;5855,949;1,122;24,009;60,768;-28,470;1062,665;7,651;1757,741;6,206;-64,542;-28,109;233,262;930,552;512,762;2689,016;-0,092;-49,433;51,847;41,374;2643,401;23,331;3015,495;908,386;259,764;-11,966;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;136,523;-1,433;7,378;-0,090;61,524;0,631;-2,665;20,577;0,017;27,042;0,507;-12,951;0,777;1,812;-6,615;33,498;22,882;-3,617;-0,988;10,785;-0,500;-3,754;18,691;3,122;0,370;4,893;-0,102;-0,631;11,341;2,232;2,129;4,476;-0,952;3,571;-3,990;1,404;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;-9,330;-17,183;12,316;497,427;162,557;104,922;146,046;-4,843;100,304;97,445;175,496;13,159;10,719;58,303;150,062;52,920;-21,563;111,018;2443,792;2106,595;-18,717;49,615;-15,087;1,857;18,296;7,018;648,263;-21,398;210,913;11,251;1302,716;62,680;26,286;10,158;-0,336;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;79,251;9,382;57,881;11,790;59,803;5,792;4,747;1,869;-8,524;-3,022;-3,455;-4,582;0,456;8,151;-0,187;13,276;5,038;12,443;-7,512;2,302;13,722;7,881;2,399;10,922;-0,145;0,776;61,620;8,946;11,693;-3,925;-14,246;-3,951;1,393;0,732;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;34,602;14,148;2599,505;192,704;62,156;23,597;60,737;328,375;-9,626;10,720;24,217;-30,940;-19,899;-67,270;344,422;2271,754;101,508;-30,737;15,069;22,051;51,211;720,332;-22,155;-0,166;-10,420;163,586;9,741;-13,836;86,444;25,695;728,776;776,324;3,669;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;1821,435;60,991;47,128;483,826;-3,597;459,052;38,438;1805,154;17,630;15,683;35,329;236,418;791,938;117,983;1060,770;317,603;-5,061;24,242;755,245;196,269;691,724;56,219;-0,375;30,920;27,057;10,704;63,185;298,566;679,153;170,709;175,693;7,878;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;4048,986;1653,065;6182,658;-1,964;5509,237;1712,798;7299,560;513,306;722,479;6082,925;8232,802;6924,216;762,902;4427,938;791,094;328,987;215,427;6239,363;7749,247;2268,225;703,057;-2,849;276,001;210,806;74,586;735,067;638,654;4734,519;779,522;1006,337;-7,281;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;157,115;371,761;-12,754;319,675;4685,855;3395,583;-39,248;59,531;142,223;434,467;219,343;281,425;2302,483;1882,150;136,859;78,324;271,164;2044,537;703,934;1,011;-2,717;153,918;107,279;13,591;28,428;1861,845;1531,134;780,935;803,865;15,105;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;1595,459;11,621;231,476;52,991;-50,242;-34,188;10,219;4,440;116,176;192,613;118,237;2354,871;1220,022;83,843;14,932;182,749;1123,341;303,393;58,884;-1,895;107,148;1948,845;9,787;62,431;1210,867;772,208;446,765;781,749;8,360;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;985,742;11668,793;210,942;103,391;103,271;1,898;341,956;830,913;300,793;130,223;2551,930;3611,420;-30,798;105,248;2274,958;988,269;253,559;316,316;-3,098;33,202;90,592;100,291;320,753;2457,361;1189,568;589,564;278,949;100,129;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;1,122;-22,314;-55,934;15,623;4,986;-25,337;-7,297;-19,399;7,457;209,770;916,763;9,973;11,267;-11,847;26,332;-7,509;-1,243;-0,982;13,328;-8,603;-3,997;-1,762;16,566;-16,229;-3,883;1,818;4,793;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;236,228;97,145;61,943;-19,878;318,221;614,781;266,269;141,823;2528,190;1455,404;-68,486;55,644;2031,481;723,580;220,305;319,271;-0,423;16,982;44,312;113,711;316,558;1186,716;1210,583;562,529;323,976;91,982;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;6947,559;-16,993;20,744;670,307;671,571;142,240;305,410;738,020;1953,455;76,414;19,411;185,252;43,402;141,753;201,295;-1,142;-42,553;61,588;8,679;201,450;1894,534;2419,578;8,014;182,221;-8,587;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;72,334;66,864;4301,422;4475,587;-15,897;19,916;6742,205;2198,336;68,609;30,762;130,571;76,937;2102,870;417,337;-0,034;-36,527;12,155;15,764;398,609;2181,394;12462,479;2493,871;1137,979;10,413;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;143,270;12,784;-8,655;16,202;38,028;83,667;-54,627;31,334;9,067;-8,070;-47,678;-16,690;0,300;1,146;23,512;-6,806;-1,500;-9,517;-28,697;57,004;85,720;10,331;-0,158;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;53,099;14,242;45,699;15,796;144,551;172,061;10,526;-2,919;36,080;484,843;45,730;10,057;1,335;-4,658;15,108;6,412;13,211;171,184;53,587;17,638;40,654;-2,009;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9322,143;144,131;473,377;1501,100;1501,534;49,380;-15,069;235,849;443,725;638,898;-25,937;1,203;56,571;39,780;1,403;-21,265;1513,195;2128,018;392,283;405,845;0,617;0,000;0,000;0,000
Router 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;141,915;431,267;1862,347;1777,757;68,549;24,247;671,329;471,481;717,299;-25,869;1,386;135,602;50,821;3,574;-36,357;1716,019;2286,296;505,689;527,489;50,672;0,000;0,000;0,000
Router 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48,244;-47,724;141,909;15,980;8,741;-56,939;-18,886;-62,484;-27,506;-4,083;-5,407;-20,146;10,096;-30,183;168,877;-58,035;-54,983;-15,391;-26,235;0,000;0,000;0,000
Router 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;294,596;41,420;-32,739;15,456;47,277;-22,227;91,106;-13,311;-0,705;-0,485;2,558;2,686;-13,966;76,853;57,577;49,904;94,725;-0,823;0,000;0,000;0,000
Router 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;208,129;-38,574;42,097;105,767;119,706;5590,460;4,811;7,354;38,830;-36,226;-19,140;-6,930;243,130;4091,096;6149,403;5636,174;8,806;0,000;0,000;0,000
Router 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,654;-12,775;35,316;59,007;75,380;29,115;-0,094;177,051;-18,787;475,202;62,465;10606,641;0,811;10,703;26,596;207,930;0,000;0,000;0,000
Router 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,227;-26,497;-6,161;-18,491;-4,008;8,069;661,845;-22,096;5,121;0,557;-35,496;-46,715;-3,438;-18,589;4,372;0,000;0,000;0,000
Router 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-12,102;-4,166;15,757;-11,830;0,455;0,355;1,960;-8,004;-11,991;-7,409;1,272;-21,432;-10,452;-0,041;0,000;0,000;0,000
Router 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,015;-0,143;-18,606;0,687;-9,204;31,082;-12,314;-23,202;-26,500;-49,149;17,115;-2,994;3,302;0,000;0,000;0,000
Router 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9,466;-36,509;-0,646;-0,616;-32,884;4,401;-36,518;29,140;17,504;58,723;56,044;5,670;0,000;0,000;0,000
Router 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,037;-0,013;3,908;19,737;-18,605;0,109;48,936;14,002;17,205;-2,208;10,194;0,000;0,000;0,000
Router 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2,643;-29,749;-1,870;8,053;3133,481;22,612;-43,710;23,794;14,302;-8,200;0,000;0,000;0,000
Router 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,707;-1,509;5,786;-2,581;-3,200;-1,267;1,683;0,753;-0,167;0,000;0,000;0,000
Router 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-22,385;0,656;-29,256;-41,076;19,545;9,430;-31,064;209,332;0,000;0,000;0,000
Router 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,188;4,123;-3,648;-27,454;-13,276;-15,262;-5,817;0,000;0,000;0,000
Router 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,968;-31,254;17,476;17,224;1,281;-0,270;0,000;0,000;0,000
Router 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33,928;-54,969;25,616;15,481;-8,371;0,000;0,000;0,000
Router 45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6,089;-27,339;11,226;-19,766;0,000;0,000;0,000
Router 46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-14,556;-4,887;22,635;0,000;0,000;0,000
Router 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-91,343;-0,153;0,000;0,000;0,000
Router 48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3,220;0,000;0,000;0,000
Router 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000
Router 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000
Router 51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000
Router 52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
