;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52
Router 12;;;;;;;;;;;;;17,802;-73,432;39,393;43,831;-84,899;2880,299;-1,808;105,001;241,429;152,138;189,689;719,413;6040,004;42,993;24,974;43,518;-151,148;1025,893;-71,742;2039,752;-66,104;-23,339;86,705;314,376;920,175;499,178;2695,855;-23,846;-121,732;61,470;-1,135;2709,644;63,800;3038,391;957,480;500,314;-188,786;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;126,909;-1,748;15,923;-27,915;46,511;-28,072;7,118;118,424;-18,339;110,445;15,454;-84,261;-8,210;-11,674;-57,499;-58,931;105,162;13,417;104,070;-93,036;-10,588;-20,940;104,659;-5,531;-72,994;-3,392;2,772;-9,268;12,890;8,978;9,562;-90,646;-68,497;113,134;-11,179;1,036;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;25,747;-87,587;-49,734;323,196;126,221;-61,790;141,208;-31,285;135,372;66,247;-104,549;-25,330;26,750;-126,226;-18,743;-11,585;-86,462;22,988;2376,816;2057,496;-86,973;71,519;-72,571;19,725;93,974;10,078;659,051;-41,465;276,033;42,062;1238,995;82,100;23,526;-64,068;-75,066;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;10,825;-57,937;153,107;0,748;57,424;-53,013;-4,355;-55,433;-19,364;24,009;-37,868;-3,873;15,127;-11,286;0,336;-22,541;4,518;-18,856;7,937;2,177;-37,498;24,654;-38,147;38,257;0,182;7,656;19,954;-15,339;42,747;-64,636;48,520;-57,766;33,290;-7,038;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;112,189;89,356;2666,582;76,985;32,095;12,772;14,244;435,610;2,372;40,720;15,476;29,420;49,788;-71,434;292,915;2349,533;26,713;-23,299;8,195;-13,813;6,140;680,891;66,831;-1,669;-64,297;162,503;-52,520;27,154;-37,230;1,303;818,409;728,913;-61,950;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;1784,665;13,276;-47,108;323,941;-10,704;384,437;-8,446;1804,468;20,915;-72,754;5,360;1,087;781,681;108,778;1075,213;151,445;-7,551;-17,136;665,114;125,867;821,357;32,553;4,540;46,632;36,581;5,013;87,341;148,237;655,403;133,785;132,340;26,032;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;4099,757;1819,161;6086,030;-67,623;5255,103;1789,357;7273,730;500,093;633,868;6381,593;8433,777;7233,863;741,915;4152,446;636,200;400,569;164,593;6260,961;7525,838;2221,407;676,001;-25,665;271,825;293,178;81,329;527,365;679,599;4570,124;893,234;1136,133;-4,922;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;45,518;303,225;11,844;183,597;4735,050;3562,492;-45,712;82,667;264,825;624,603;272,884;334,527;2253,343;1852,413;264,520;77,786;41,937;1985,574;529,677;134,080;-3,690;201,976;-4,362;-15,350;57,998;1877,006;1596,746;854,163;826,638;-129,912;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;1499,662;-29,012;208,825;-81,686;-68,607;-26,041;62,649;43,820;144,522;244,263;58,913;2094,390;1319,608;-18,639;-23,827;190,444;1116,609;262,838;-31,906;-5,185;40,866;1940,389;123,390;-6,882;1314,973;924,530;450,682;764,170;-72,773;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;1016,176;11631,668;10,456;-137,775;105,434;27,434;373,818;1029,272;436,046;298,125;2360,478;3567,920;47,779;-52,229;2306,913;942,035;141,705;157,215;18,771;135,288;34,050;90,941;289,079;2295,285;1396,993;550,946;389,438;94,080;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;6,971;-21,849;-2,466;-4,059;-6,029;-92,395;-84,425;-81,923;61,435;198,159;829,345;13,417;45,551;-4,161;-12,919;-19,923;5,128;-1,501;28,623;-86,932;-45,827;17,980;-34,742;53,937;-34,404;-59,835;20,025;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;58,007;-48,305;60,585;-73,979;303,021;593,264;319,123;197,557;2317,824;1353,728;84,330;-91,924;2090,302;650,795;192,710;247,620;28,069;152,329;-17,008;68,450;355,072;1091,193;1273,236;598,805;421,173;97,243;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;7121,706;14,446;4,179;667,345;885,237;103,923;331,941;850,685;1827,877;213,289;67,398;-28,654;-0,976;87,009;223,526;5,445;-4,794;-42,802;28,262;241,311;1883,689;2567,979;-54,407;455,337;-102,112;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;-60,565;20,317;4330,197;4511,469;-114,003;57,641;7090,718;1923,297;-83,687;37,174;-7,628;72,635;1980,604;503,280;-12,938;-71,022;150,761;-88,699;546,837;2032,423;12600,253;2561,601;1338,809;-244,137;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;80,575;12,418;71,921;94,638;85,734;92,341;-72,506;31,036;8,567;-116,384;19,416;-0,970;44,952;8,518;-6,953;1,951;-7,561;53,054;-23,825;11,528;1,865;30,783;-24,811;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;-20,946;7,466;-40,312;13,450;135,324;77,207;63,459;-23,938;-28,788;575,261;82,147;-6,070;3,574;18,842;61,958;-32,611;-30,728;155,096;53,240;3,298;62,496;-32,402;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9630,841;62,895;576,087;1639,126;1341,181;-22,058;-62,708;363,488;422,947;610,942;-76,897;1,260;59,413;16,965;54,485;-12,188;1485,316;2092,530;484,231;504,758;-4,030;0,000;0,000;0,000
Router 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,332;641,034;1775,798;1739,846;33,678;-81,739;771,421;462,402;714,087;-71,815;8,342;122,106;-6,932;-30,660;24,742;1783,829;2205,309;424,638;641,415;100,475;0,000;0,000;0,000
Router 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-42,087;-43,853;73,108;-41,903;56,195;-12,715;56,290;66,419;-141,586;-30,129;-46,805;41,043;42,833;-117,523;166,064;63,134;-24,965;2,633;-60,458;0,000;0,000;0,000
Router 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;342,114;202,604;5,646;33,038;70,155;-123,906;51,117;-109,118;11,479;51,866;-40,184;6,830;-90,930;105,599;133,206;134,877;172,887;7,368;0,000;0,000;0,000
Router 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;158,542;-143,483;-35,036;133,404;-84,059;5648,549;23,986;11,916;40,639;-138,536;-147,714;82,929;218,563;4138,446;6150,347;5684,344;-152,455;0,000;0,000;0,000
Router 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-34,541;-4,958;-66,767;66,216;-64,222;66,960;1,826;158,877;-11,758;616,456;-24,735;10557,916;50,447;3,068;-15,136;130,558;0,000;0,000;0,000
Router 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-29,505;104,089;33,909;-54,913;109,045;-2,351;665,865;-60,044;48,637;90,238;-109,628;-77,324;-88,811;21,700;-29,707;0,000;0,000;0,000
Router 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-32,168;-30,420;-50,840;-3,544;-7,486;-17,278;-12,989;-22,422;0,982;-5,385;-161,942;-39,802;7,370;-26,721;0,000;0,000;0,000
Router 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-59,158;-49,845;13,530;6,933;59,307;13,788;27,218;51,325;-106,948;-103,804;67,767;192,008;21,792;0,000;0,000;0,000
Router 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,717;-24,258;10,059;68,309;1,727;-31,948;-30,429;29,244;-20,811;-34,868;-171,199;79,783;0,000;0,000;0,000
Router 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38,802;-4,836;-21,128;-52,007;-36,326;47,656;-58,287;-35,107;-31,636;20,441;13,044;0,000;0,000;0,000
Router 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5,250;12,912;-7,437;-60,148;3071,876;22,922;-37,126;-79,560;20,106;-62,538;0,000;0,000;0,000
Router 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6,741;-13,585;6,846;-4,265;-8,695;4,637;2,406;-14,795;0,275;0,000;0,000;0,000
Router 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-71,552;33,223;-7,861;-58,537;-90,167;27,808;73,071;199,882;0,000;0,000;0,000
Router 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,680;-44,941;66,467;237,904;40,867;-8,321;-66,380;0,000;0,000;0,000
Router 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-66,563;93,006;5,876;-57,711;-23,168;-16,752;0,000;0,000;0,000
Router 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-26,861;-64,125;-53,643;-30,157;-58,932;0,000;0,000;0,000
Router 45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;253,900;-20,115;39,759;-65,315;0,000;0,000;0,000
Router 46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-71,808;103,418;-147,604;0,000;0,000;0,000
Router 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1,021;-59,382;0,000;0,000;0,000
Router 48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,057;0,000;0,000;0,000
Router 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000
Router 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000
Router 51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000
Router 52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
