;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52
Router 14;;;;;;;;;;;;;;;-8,199;-8,271;-10,842;496,528;88,064;41,272;91,879;7,461;55,338;49,370;74,905;24,319;15,969;131,719;144,799;77,613;-14,317;104,577;2387,163;2013,102;-17,539;-14,441;-34,893;-18,433;-1,373;7,656;658,887;-16,767;199,999;-8,142;1231,351;95,261;53,362;-8,463;2,230;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;82,121;6,308;67,427;12,107;63,454;-2,977;4,747;-1,478;-11,962;-1,948;-3,459;-4,582;-1,360;3,371;0,909;12,848;9,184;17,378;-6,603;2,302;9,479;11,738;3,237;13,066;-0,145;0,776;64,749;8,946;13,848;4,606;-20,076;-5,000;-0,896;0,732;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;30,132;-71,364;2576,033;206,778;35,924;29,706;61,876;336,800;-51,630;11,197;14,166;-81,392;-84,908;-87,087;289,393;2192,374;164,374;-25,282;15,500;31,309;73,971;672,115;-10,809;-0,064;-10,483;174,311;11,135;-5,096;109,404;-50,001;700,423;771,179;0,159;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;1928,789;139,373;139,700;483,063;-11,361;482,768;122,246;1808,004;10,575;12,444;108,389;269,528;769,032;132,763;905,139;348,339;-1,026;21,783;722,193;296,018;634,590;48,018;0,033;39,429;28,794;12,284;53,117;278,998;711,574;143,256;148,171;8,410;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;4043,515;1692,496;5942,791;-22,436;5301,029;1731,530;7124,186;448,014;707,508;6026,747;8214,882;6713,165;797,675;4497,876;737,345;273,095;214,708;6059,028;7610,427;2154,158;750,140;-0,838;255,964;198,309;51,078;732,082;629,456;4493,503;676,114;1134,758;-6,515;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;264,705;311,762;-17,344;365,256;4628,073;3438,026;-80,515;50,682;120,016;312,648;251,272;224,716;2254,786;1914,366;112,259;75,534;260,944;2166,040;670,931;23,619;-2,368;166,400;114,784;17,884;31,228;1915,665;1429,495;681,058;850,418;20,902;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;1558,491;10,308;161,513;142,677;38,986;-46,277;4,600;-16,101;122,537;222,069;88,347;2327,767;1199,889;75,683;21,768;174,853;1074,287;344,703;50,167;-1,734;104,394;1858,630;8,956;43,527;1172,708;792,191;428,009;727,093;9,549;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;1001,895;11223,189;201,327;81,267;85,733;13,514;355,262;883,548;354,399;189,457;2533,486;3497,983;-22,218;87,315;2001,735;867,339;183,965;318,786;-2,024;29,942;86,925;107,517;311,610;2309,066;1081,520;437,805;338,152;83,073;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;-14,219;-30,537;-49,229;16,766;4,986;-23,320;-13,421;-33,168;7,992;202,355;906,377;12,482;11,267;-13,582;14,124;-2,545;-2,751;-0,982;13,328;-4,192;-3,997;-3,488;6,901;-21,038;-9,772;-1,805;4,793;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;287,538;194,431;37,923;-16,177;426,087;631,733;339,887;212,110;2590,831;1333,546;-75,948;50,467;1717,089;625,231;168,805;346,599;0,623;16,926;42,836;110,003;344,736;1111,448;1146,033;457,560;325,738;90,182;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;6948,422;-31,144;33,874;556,526;624,091;189,585;304,451;680,366;1906,295;51,895;20,150;167,390;115,707;60,793;250,281;-0,567;-36,683;43,614;11,837;252,814;1905,014;2418,210;-19,269;219,782;-9,078;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;3,256;67,269;4237,709;4455,263;-8,889;21,307;6828,390;2244,424;-3,255;28,405;187,921;90,730;2068,235;506,613;-2,720;-41,517;-16,555;11,393;495,987;2095,850;12192,309;2342,633;1145,593;13,079;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;142,261;17,217;5,284;10,773;32,921;71,316;-37,695;35,113;10,307;-35,593;-56,226;-16,229;-26,423;1,318;18,992;-10,580;2,393;-31,837;-25,367;28,414;52,462;32,161;-1,137;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,599;31,503;37,906;14,001;167,250;169,679;8,492;-2,919;45,407;479,871;46,885;11,936;1,335;-4,658;12,361;6,412;12,641;177,605;49,489;13,359;31,185;-2,009;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9149,219;155,448;469,460;1584,856;1410,894;62,595;-15,483;242,566;443,115;607,792;-7,142;1,222;57,767;-0,400;5,271;-4,914;1452,379;2034,865;364,067;377,122;3,893;0,000;0,000;0,000
Router 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;185,883;415,437;1877,154;1746,303;68,836;15,071;708,944;462,757;674,377;-50,848;-0,805;118,698;27,616;9,165;-63,916;1658,906;2267,998;445,406;524,728;51,400;0,000;0,000;0,000
Router 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,510;-89,326;115,516;18,797;13,002;-113,541;4,381;-22,058;-43,487;-4,005;-8,023;-21,344;12,831;-47,162;143,678;-35,811;-119,058;45,956;-24,047;0,000;0,000;0,000
Router 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282,265;43,775;-31,336;19,798;38,318;-14,999;86,159;-10,695;-0,657;-2,829;3,780;3,767;-8,395;35,048;29,829;53,191;102,189;-0,260;0,000;0,000;0,000
Router 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;339,868;-63,250;48,057;171,200;178,059;5450,950;-2,587;8,351;12,202;-11,408;-16,522;-25,242;361,993;4034,333;5888,742;5519,818;0,553;0,000;0,000;0,000
Router 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9,642;-22,752;18,251;84,308;7,334;27,069;0,951;177,493;-54,671;480,848;34,265;10495,902;126,147;-15,458;48,503;203,884;0,000;0,000;0,000
Router 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,209;-29,570;-28,403;-24,384;-26,100;7,352;661,755;-20,422;4,777;-20,152;-50,931;-67,970;18,029;-30,789;4,572;0,000;0,000;0,000
Router 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-10,267;-4,767;19,585;-11,263;0,455;0,355;3,787;-8,004;-11,542;-9,731;-4,419;-17,287;-5,321;-0,041;0,000;0,000;0,000
Router 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-36,283;-3,491;-39,490;0,203;-13,562;41,172;-12,920;-37,016;-3,927;42,557;65,376;6,523;5,488;0,000;0,000;0,000
Router 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,007;-19,868;-0,171;-18,563;-19,200;2,246;-21,562;123,229;-91,968;35,081;67,542;2,804;0,000;0,000;0,000
Router 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33,497;0,670;3,851;26,468;-18,805;29,446;17,488;29,637;33,251;-0,830;11,535;0,000;0,000;0,000
Router 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2,741;-33,049;2,299;10,248;3056,101;20,188;53,008;-10,694;46,978;-7,597;0,000;0,000;0,000
Router 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,707;-1,481;5,786;-2,668;-2,665;-0,967;2,422;1,088;-0,167;0,000;0,000;0,000
Router 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-23,778;0,656;-31,310;-36,503;14,723;7,978;-34,521;209,332;0,000;0,000;0,000
Router 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,426;8,242;-33,123;-50,173;6,619;-16,884;-5,926;0,000;0,000;0,000
Router 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11,312;-36,267;19,130;26,282;-2,449;-0,270;0,000;0,000;0,000
Router 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,215;53,730;-8,676;44,166;-7,807;0,000;0,000;0,000
Router 45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21,163;-54,794;27,188;-20,650;0,000;0,000;0,000
Router 46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-104,750;51,224;26,156;0,000;0,000;0,000
Router 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-141,019;-1,313;0,000;0,000;0,000
Router 48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1,297;0,000;0,000;0,000
Router 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000
Router 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000
Router 51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000
Router 52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
