;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52
Router 11;;;;;;;;;;;;2241,728;9,501;78,158;8,203;62,329;-10,772;8,677;134,111;-45,941;28,284;-27,142;0,084;143,782;626,294;137,506;72,023;1,654;154,198;159,556;-4,468;708,333;155,886;-118,346;-14,708;134,795;104,678;172,990;1323,028;2,611;-76,648;52,651;-29,537;1290,052;36,966;424,316;70,494;231,763;-76,297;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;47,760;16,671;108,807;130,454;-268,462;2601,476;18,482;203,990;260,866;196,247;165,952;806,305;6086,553;8,613;-4,474;-159,140;92,130;905,017;3,712;1687,317;-58,751;-140,914;122,032;413,066;946,644;521,612;2630,344;-22,287;-18,936;-9,778;166,682;2579,428;8,468;2973,137;959,189;182,130;-177,789;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;177,621;-0,122;18,861;3,310;-61,795;-9,684;47,919;109,948;-20,707;114,435;-4,177;-117,068;-1,042;-7,201;-74,093;-68,874;97,689;20,688;119,292;-127,245;-15,992;-23,270;109,313;45,536;-94,939;26,863;2,772;-1,157;26,360;2,512;20,802;-95,952;-131,670;109,357;-30,472;5,753;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;61,953;-128,268;-209,151;609,309;146,889;-68,408;151,678;26,570;296,884;200,387;15,876;-17,063;200,498;-68,373;-204,212;-4,215;11,650;139,599;2406,411;2109,123;-73,705;-58,019;16,258;-118,724;199,336;3,240;562,530;-10,098;96,099;103,911;1432,212;121,553;57,343;151,094;-71,453;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;-28,027;-62,240;-70,422;-137,035;10,682;-263,672;-25,035;-143,748;-15,007;-123,798;-60,352;-9,392;-5,462;-11,670;-33,893;-11,712;-57,757;-77,665;-3,879;-7,630;-19,704;-67,548;-108,026;11,951;0,169;32,152;15,114;4,907;22,239;-122,865;99,895;-38,568;17,224;-16,308;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;115,122;199,663;2690,961;-115,174;-188,121;89,308;-82,072;508,442;59,289;146,364;30,958;-195,953;-61,499;95,042;335,960;2365,381;-82,857;-64,646;105,434;108,296;-35,111;729,554;-96,334;1,467;-124,148;73,725;-89,726;-100,009;-104,248;35,963;861,212;654,131;0,516;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;1791,087;94,959;-133,120;-17,146;-153,760;-11,246;124,058;1717,099;268,762;-76,373;-5,319;-3,707;721,823;45,611;949,995;326,237;-44,016;-141,843;687,350;183,437;776,044;53,809;19,400;164,298;-119,336;53,644;102,597;183,578;682,812;229,959;23,314;68,336;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;4122,740;2024,364;6191,750;-488,876;5075,292;1572,371;7099,178;367,805;1103,914;6615,550;8727,856;6973,776;701,812;4336,784;657,453;571,129;-153,682;6204,062;7472,133;2329,262;329,842;-9,868;534,497;278,867;356,709;588,192;855,573;4423,633;825,935;1419,412;172,573;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;32,694;16,945;-56,097;-100,926;4895,778;3777,969;-168,417;167,885;236,795;550,141;184,389;335,897;2156,831;1703,203;259,515;105,591;-137,338;2151,688;529,363;114,957;-18,107;242,211;65,128;-218,856;22,535;1778,813;1465,402;1060,147;748,407;-48,761;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;1610,787;-12,924;230,382;-57,195;-148,486;-10,575;-74,603;47,279;175,116;387,851;-39,568;2281,042;1167,003;142,208;-67,190;48,777;1100,189;462,045;-141,701;-0,835;69,060;1979,085;70,600;-153,951;1172,515;863,468;420,607;552,785;-45,668;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;775,282;11733,807;17,725;9,753;-76,494;-258,126;181,122;939,109;230,759;137,495;2500,815;3438,341;196,233;-188,076;2013,451;1236,991;237,968;153,495;5,546;349,875;-257,214;-3,846;249,389;2191,015;1467,739;554,400;412,704;240,709;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;-322,005;-59,445;-170,056;-41,330;-73,937;-120,220;-213,309;-68,943;42,918;-129,190;715,743;97,458;25,776;-47,067;-39,957;-29,227;81,886;-1,142;-5,020;-239,617;-81,202;23,625;-301,963;-163,099;-68,550;-121,227;29,385;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;41,789;-310,098;-31,694;-36,577;357,190;744,288;312,355;206,294;2425,563;1350,373;168,886;-262,115;1991,020;939,290;214,563;150,310;25,125;333,434;-198,479;0,873;285,903;907,052;1238,594;508,665;282,934;148,696;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;6965,148;55,660;5,697;717,610;739,082;111,209;248,383;643,726;1840,733;279,261;-30,137;-156,630;-55,802;145,726;255,359;3,876;0,803;-129,129;-126,632;289,374;1914,050;2542,853;104,697;184,161;-59,930;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;-301,386;-102,687;4408,636;4542,578;-47,782;-113,590;6851,213;2057,374;-205,082;140,931;206,011;-208,216;1667,567;825,412;4,224;65,364;-53,988;-169,836;782,349;2002,509;12341,716;2461,387;1209,630;-170,799;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;162,722;-49,058;-128,661;169,955;138,096;35,831;-326,871;123,483;-62,564;-70,485;-161,974;-4,857;123,794;14,344;-57,775;-37,291;-10,256;80,426;-202,889;-199,537;60,120;24,213;-27,329;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;50,162;100,152;-64,207;34,725;88,627;16,145;103,612;18,981;22,057;611,074;107,036;-70,215;6,881;-10,702;-9,521;-31,895;-85,145;88,741;15,334;-120,075;85,950;-13,106;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9648,165;101,029;422,525;1890,413;1362,319;93,435;56,136;185,673;299,339;780,831;-29,818;-8,176;302,950;1,138;124,061;66,695;1573,259;1868,440;567,467;740,411;-68,162;0,000;0,000;0,000
Router 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123,255;482,786;2040,583;1771,433;-75,492;124,952;991,003;197,024;744,327;-42,501;15,892;312,619;-111,931;-93,747;243,289;1869,046;2005,230;509,868;776,707;0,860;0,000;0,000;0,000
Router 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,959;114,518;156,816;112,231;23,891;-32,212;-90,023;203,683;-211,959;-31,239;0,123;-39,495;124,093;-190,561;395,752;4,714;-29,645;126,846;-7,202;0,000;0,000;0,000
Router 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;473,530;165,928;10,696;110,072;34,716;-25,315;168,557;-25,585;16,143;-11,082;-91,704;47,480;-72,634;66,859;33,515;49,784;237,205;-6,943;0,000;0,000;0,000
Router 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;145,520;-166,050;35,904;12,269;-105,797;5449,563;200,810;-14,488;140,071;-241,319;-112,759;140,126;-11,377;4176,208;6241,803;5737,707;9,451;0,000;0,000;0,000
Router 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-18,915;135,804;-310,631;72,688;-168,057;81,228;19,772;399,034;61,143;398,744;64,736;10640,808;116,453;26,591;-147,028;217,298;0,000;0,000;0,000
Router 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-76,365;84,469;100,292;46,830;132,302;-2,666;622,005;-77,005;5,846;134,706;-201,541;-351,229;-117,198;155,248;-70,028;0,000;0,000;0,000
Router 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144,465;-196,747;47,877;73,306;-6,843;-57,789;15,722;-45,155;42,759;148,432;-308,616;-5,761;92,334;-4,738;0,000;0,000;0,000
Router 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37,912;-110,922;154,190;23,693;144,930;-60,283;39,215;251,568;-130,277;-68,766;120,067;112,461;77,271;0,000;0,000;0,000
Router 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-119,176;70,324;28,827;-20,857;23,589;-47,798;35,767;34,554;-71,741;-31,043;-129,125;174,814;0,000;0,000;0,000
Router 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104,845;-14,183;38,274;85,679;90,392;44,064;-143,165;-102,202;-92,910;-52,754;73,133;0,000;0,000;0,000
Router 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,871;-55,954;-73,149;47,223;3080,895;-74,022;21,174;-47,762;75,364;-85,022;0,000;0,000;0,000
Router 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5,310;-10,347;7,303;-6,018;2,659;16,026;3,857;-19,788;-0,326;0,000;0,000;0,000
Router 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-79,083;-11,863;-42,848;219,595;104,930;28,043;162,302;194,256;0,000;0,000;0,000
Router 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48,813;-99,580;78,866;-248,320;214,651;-152,072;-97,479;0,000;0,000;0,000
Router 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,927;-173,261;130,307;-14,213;-66,165;-20,837;0,000;0,000;0,000
Router 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,828;-20,988;-62,000;50,722;-101,184;0,000;0,000;0,000
Router 45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47,751;4,756;-77,504;-5,543;0,000;0,000;0,000
Router 46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-181,478;-352,287;-158,859;0,000;0,000;0,000
Router 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;240,529;8,376;0,000;0,000;0,000
Router 48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71,092;0,000;0,000;0,000
Router 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000
Router 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000
Router 51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000
Router 52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
