;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63;Router 64;Router 65;Router 66;Router 67;Router 68;Router 69;Router 70;Router 71;Router 72;Router 73;Router 74;Router 75;Router 76;Router 77;Router 78;Router 79;Router 80;Router 81;Router 82;Router 83;Router 84;Router 85;Router 86;Router 87;Router 88;Router 89;Router 90;Router 91;Router 92;Router 93;Router 94;Router 95;Router 96;Router 97;Router 98;Router 99;Router 100;Router 101;Router 102;Router 103;Router 104;Router 105;Router 106;Router 107;Router 108;Router 109;Router 110;Router 111;Router 112;Router 113;Router 114;Router 115
Router 11;;;;;;;;;;;;4703,710;-27,720;-8,735;34,639;-90,877;5,356;12,355;0,000;-16,583;-185,086;0,711;-3,121;0,084;-8,598;-1,561;-3,937;29,170;-10,605;-0,485;-6,137;-3,307;-14,253;27,473;-10,564;12,658;-33,317;11,408;54,438;-23,903;-9,250;219,526;0,000;650,326;-20,792;-32,261;-72,237;-4,901;0,376;44,733;74,968;0,815;399,506;19,468;-29,032;82,102;1,838;79,245;8,129;24,216;3,548;-6,043;100,182;-21,034;-3,749;29,684;14,386;71,194;431,950;199,798;176,152;21,027;18,487;8,886;8,754;-2,061;61,265;53,399;55,462;13,840;6,602;288,552;16,075;145,398;-1,811;0,688;49,333;10,135;-2,432;0,439;0,751;52,763;0,000;-13,917;-14,353;1,974;31,100;6,350;-2,100;429,117;1,667;2,159;1022,193;-16,668;584,621;47,194;17,951;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;1062,112;1257,418;1689,145;1199,037;287,083;466,977;0,000;304,967;5713,410;9,403;16,367;47,896;29,076;-2,563;21,043;160,394;-13,381;-9,896;47,981;19,949;68,141;809,294;630,568;1721,573;1181,589;2201,357;1132,937;794,980;16,792;1086,447;0,000;9493,739;1339,761;680,801;341,107;177,564;1,781;102,600;161,687;2,886;3760,132;-0,781;970,139;2574,054;-16,932;2711,501;26,225;117,156;14,211;62,916;-9,694;275,821;-17,867;-91,705;-24,221;259,617;321,614;142,102;215,521;69,384;24,957;59,996;49,723;104,866;273,448;38,232;41,929;-7,644;-6,914;449,816;15,994;317,405;9,362;-0,969;190,124;6,971;2,689;-5,696;0,438;59,172;0,000;-24,437;-10,367;4,371;23,970;-8,809;38,993;9496,774;114,939;-23,606;13649,056;267,995;737,772;70,906;27,402;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;-31,485;258,107;-176,248;16,301;23,565;0,000;-20,024;175,043;-8,704;-5,836;-3,740;7,621;3,984;6,775;107,545;-1,497;-9,698;-1,076;-5,990;14,629;93,829;-0,740;44,717;-3,397;104,508;-7,340;-36,339;-7,680;2462,045;0,000;3421,367;-59,901;-36,607;-18,392;8,519;1,745;579,396;34,783;7,444;3974,846;1,279;94,436;1252,954;7,225;450,816;-8,635;185,640;69,928;34,748;85,929;-18,905;0,686;-18,316;698,530;1403,789;910,624;1614,089;1069,573;216,963;4,459;119,907;32,063;135,750;140,230;34,392;7,033;17,271;71,861;1069,129;-2,027;-96,831;-1,894;-1,811;277,391;1,755;4,979;7,253;-0,971;63,631;0,000;268,868;288,754;2,528;6,853;42,074;6,288;180,344;179,766;274,092;456,369;96,925;561,554;278,244;33,492;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;3222,676;-22,322;24,856;4,555;0,000;16,821;58,460;3,405;-1,113;5,416;7,425;0,140;-2,269;48,357;2,610;-5,996;-3,783;6,559;0,577;20,007;-9,063;7,078;83,565;-63,308;41,845;-20,616;0,700;637,244;0,000;193,228;-0,061;-7,900;-22,764;-9,755;-0,645;58,719;14,349;-0,935;51,844;9,454;94,354;101,896;-6,212;1202,829;6,133;12,142;-13,593;4,500;14,383;22,801;-0,325;27,106;15,181;91,650;45,419;71,535;52,953;61,064;-6,297;30,274;30,911;17,202;-2,881;12,909;-2,986;21,373;3,671;49,052;-0,654;28,500;2,712;0,785;334,991;3,425;-1,891;3,356;-1,290;106,877;0,000;11,895;65,662;5,845;48,110;57,442;105,212;282,545;144,296;392,902;949,677;18,954;-39,818;51,804;8,868;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;1214,579;56,725;55,072;0,000;2076,648;296,844;-6,119;-5,009;10,850;-3,978;1,468;-13,589;52,844;-2,282;-9,714;-4,057;21,587;14,061;120,012;29,158;98,622;187,920;-126,690;45,490;332,223;-4,999;3646,583;0,000;1455,570;159,686;110,375;79,330;-14,187;-2,533;957,514;1159,185;3,272;-26,987;3,259;1403,677;622,936;40,400;3903,647;89,595;892,350;-46,515;76,077;238,447;183,983;0,019;-3,034;64,988;155,501;164,788;201,908;127,667;96,729;0,137;44,066;47,127;-40,851;-0,485;44,504;414,231;567,957;22,057;651,999;-6,769;1514,255;4,192;1,156;463,999;5,390;0,011;2,039;1,294;175,307;0,000;1,498;98,486;3,342;42,128;59,596;114,366;617,686;237,504;383,209;1125,776;260,014;435,651;951,796;9,843;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;-9,379;-30,328;0,000;-78,529;69,188;-5,513;-14,254;5,156;-17,268;2,340;-13,567;354,808;-10,200;-6,767;2,495;1,750;-13,844;69,042;-34,020;-44,739;-71,804;-34,709;91,011;-19,451;10,912;5524,969;0,000;7073,281;28,889;25,380;-26,640;-2,397;1,362;1667,924;379,012;-5,589;1070,925;178,029;13,508;169,715;-1,300;426,418;6,474;388,349;280,659;-9,427;1528,293;-8,110;38,535;336,115;195,290;357,807;858,273;909,378;311,790;193,820;56,257;161,242;56,831;650,795;95,453;677,965;243,458;139,826;78,250;450,638;3,736;84,028;4,681;-0,429;92,236;4,165;11,582;3,528;-0,090;-9,525;0,000;259,343;213,963;18,202;136,340;68,072;-9,167;201,945;22,568;417,052;955,428;115,938;47,962;1334,997;63,024;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;9,915;0,000;6,176;23,673;-3,486;0,178;-3,568;-2,942;-0,202;-1,313;24,951;-2,004;1,223;1,541;0,399;-1,601;-7,814;-9,605;-1,584;22,469;-4,905;-12,571;-10,429;-0,342;40,417;0,000;74,799;-11,148;-1,803;-2,862;-4,693;-0,121;-0,017;14,562;-0,403;166,381;0,559;15,469;6,540;1,183;38,143;10,753;11,375;4,385;3,408;48,636;5,753;1,142;5,710;5,041;52,702;63,778;33,674;44,458;31,009;12,794;27,421;12,840;43,304;-12,051;3,008;3,811;11,332;-2,476;24,370;0,234;38,550;0,637;-0,081;-26,701;-0,727;-0,097;-0,282;1,839;2,510;0,000;1,828;11,527;-2,086;2,173;26,038;1,970;76,590;-2,774;-4,731;174,227;-5,152;12,285;-0,610;-0,065;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;0,000;-16,377;9,163;-3,831;-0,776;-1,820;-3,256;-0,346;2,757;23,450;-0,575;1,371;-6,331;-5,806;-3,501;3,636;-5,132;8,741;22,406;3,173;-15,774;-3,261;-5,656;-21,028;0,000;426,849;17,248;21,964;-16,807;7,278;-0,208;-5,498;22,134;10,003;137,904;3,102;6,810;79,116;-0,846;91,061;9,450;-8,082;-8,590;-0,382;25,007;13,499;2,307;134,368;10,414;76,488;46,075;7,540;69,345;4,222;1,404;12,573;0,616;12,844;-11,110;1,274;-1,917;24,501;2,581;59,951;-0,315;20,345;1,447;0,931;80,165;1,964;8,050;-0,484;-0,415;3,827;0,000;1,610;3,807;6,816;1,124;52,858;-10,214;154,340;59,757;17,151;240,085;24,938;11,748;-12,592;1,671;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;-12,222;-0,299;-3,092;0,570;2,521;1,594;-2,309;10,281;-10,345;1,471;-0,980;0,800;4,117;2,065;-1,402;-8,515;-3,938;-27,637;4,365;9,873;-6,379;83,626;0,000;57,772;18,823;29,262;-15,408;1,779;-0,407;122,262;14,351;-1,356;-90,783;-3,839;-18,910;22,384;-0,947;369,741;-0,520;0,512;-7,932;-12,029;13,916;23,271;-1,083;-17,150;14,264;18,279;61,255;52,302;-17,982;-4,440;-1,492;4,183;0,798;-13,612;27,178;-7,918;-1,735;13,973;2,788;40,694;-2,713;884,742;-1,356;-0,271;122,084;2,105;1,773;0,187;-0,813;15,903;0,000;-6,222;42,909;1,953;-11,702;-7,333;2,322;292,223;29,685;-24,518;95,192;92,988;325,541;120,373;2,508;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;97,145;84,008;89,134;136,762;5,558;86,547;294,491;99,691;81,574;97,297;139,928;277,176;3440,156;1258,010;5234,893;4190,785;429,871;497,700;59,420;21,179;1639,580;0,000;2115,120;337,244;281,988;65,419;-52,222;4,572;1052,163;111,881;4,219;1819,599;75,420;96,817;1031,650;-12,641;282,777;34,823;31,918;38,003;-9,680;342,943;-51,686;-8,238;-14,120;226,788;395,160;290,856;343,315;342,141;239,027;60,787;189,355;134,341;312,836;69,660;34,409;12,186;102,760;19,175;846,543;-3,454;2095,231;3,776;4,588;2372,131;4,806;35,520;-6,612;-1,332;180,155;0,000;15,512;835,099;33,246;38,187;1524,053;292,752;1532,498;262,105;231,839;3386,575;147,271;2218,193;1054,349;-6,729;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;0,623;-0,467;-0,659;-0,026;0,565;4,269;1,487;0,623;1,539;-0,772;2,499;1,725;3,617;-0,865;2,427;-1,659;-3,270;3,988;-1,009;48,307;0,000;1,719;5,634;-3,112;4,753;0,805;-0,016;33,830;1,277;-0,053;10,958;3,528;2,557;-2,108;-0,392;-1,995;0,502;-3,775;-2,075;0,275;-3,703;0,116;1,622;-0,797;-0,622;3,562;-0,465;2,854;5,709;-2,015;0,858;0,985;-0,340;0,012;3,429;2,366;0,938;0,096;-0,874;-3,916;-0,106;7,852;-0,053;-0,011;17,977;-0,095;1,731;-0,037;-0,032;-1,516;0,000;1,576;1,667;0,465;-2,086;2,474;-2,353;0,691;-0,574;5,374;-1,778;0,397;14,423;32,133;0,925;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;0,614;-0,559;-0,022;0,632;-1,229;-0,455;0,681;-0,410;-0,655;1,715;-2,746;2,381;-0,290;-2,883;6,308;7,331;4,472;0,160;-3,500;0,000;15,384;4,108;4,118;5,297;0,119;-0,013;-4,034;1,145;-0,045;9,134;-0,326;-0,024;3,858;-0,333;8,061;1,589;2,262;-1,760;-0,482;-0,379;-1,369;-0,337;0,851;1,546;-0,033;-3,737;-2,496;8,300;3,481;3,256;-0,618;-0,134;-1,170;-0,899;-2,185;0,233;-1,527;0,273;41,806;-0,090;2,489;-0,045;-0,009;10,384;-0,081;0,765;-0,031;-0,027;-0,805;0,000;-2,175;-3,790;0,547;-1,769;0,908;0,437;7,255;8,636;2,582;6,405;0,971;-2,714;-3,174;1,092;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;-0,675;-0,027;0,555;-4,535;0,463;-0,396;1,528;-0,790;-0,609;-7,318;0,249;2,510;8,315;-0,963;2,480;-3,039;1,002;2,482;0,000;25,594;1,231;0,093;-0,044;-1,313;-0,016;2,278;0,053;-0,054;5,182;-1,628;-4,755;8,504;-0,401;6,819;-0,521;2,482;-2,124;2,285;-0,521;-1,032;0,603;1,214;0,300;3,205;7,666;-6,713;16,151;3,272;1,838;-3,259;0,649;0,942;-1,114;-3,074;-0,142;1,066;1,137;-7,384;-0,108;-11,717;-0,054;-0,011;0,827;2,922;-0,293;-0,038;-0,032;1,555;0,000;-2,625;13,456;0,452;-2,135;-3,569;4,944;14,875;8,865;1,676;33,139;-0,741;2,851;4,943;-1,138;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;0,970;-0,644;-2,955;-0,775;-0,559;0,315;0,918;1,798;-3,060;0,940;7,336;-7,221;10,260;-2,460;-6,403;-1,458;-1,885;0,000;37,340;9,217;5,245;-6,991;-1,243;-0,023;-8,299;-4,740;-0,076;16,211;-1,273;-1,193;7,469;-0,567;10,373;0,277;-4,862;-1,967;-0,512;2,892;-1,697;0,438;-5,711;-2,701;38,255;4,692;3,764;17,430;-0,952;-2,197;-1,468;-0,944;-5,021;-0,977;0,120;-0,013;-4,373;-0,246;13,773;-0,153;-0,181;-0,076;-0,015;1,417;1,880;0,598;-0,053;-0,046;-0,412;0,000;-1,631;12,716;-0,790;3,177;2,717;0,962;9,881;0,482;0,181;6,576;0,818;-3,094;-6,212;0,435;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,026;-0,379;-0,031;-0,022;-0,028;-0,045;-0,092;1,336;0,720;-0,429;-1,430;1,076;-1,198;-0,619;-0,058;2,487;0,000;-1,747;-0,104;0,248;-0,644;-0,133;-0,001;0,641;1,783;-0,003;1,791;-0,092;-0,796;4,163;-0,023;0,939;-0,029;-0,280;0,904;-0,103;0,341;-0,237;-0,023;-0,229;0,669;0,288;-1,089;1,162;-0,994;-0,432;-0,129;-0,184;-0,079;-0,374;0,653;-0,294;0,901;0,860;0,960;-0,448;-0,006;1,934;-0,003;-0,001;0,914;-0,006;-0,017;-0,002;-0,002;-0,272;0,000;-0,148;-0,407;-0,032;-0,121;-0,722;-0,258;-0,308;-0,279;-0,680;-0,446;-0,220;5,001;0,846;-0,064;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,258;-0,524;0,632;1,550;-0,754;-0,535;2,170;1,607;-6,969;-2,168;-7,615;7,179;-0,281;-0,985;-8,400;0,000;-2,393;4,905;-3,928;2,743;3,953;-0,015;-1,743;-2,890;-0,052;11,773;-0,530;-2,949;27,400;-0,383;-6,727;0,513;-2,601;0,032;-0,710;0,141;-1,894;-0,388;0,346;3,897;-4,369;-2,475;2,129;3,699;0,343;-2,184;0,017;-0,309;-5,241;-5,136;-0,708;-0,042;-1,915;0,162;-5,926;-0,103;2,761;-0,052;-0,010;25,538;-0,093;9,803;-0,036;-0,031;12,366;0,000;-2,505;-1,431;0,477;-2,037;-4,139;-1,192;16,606;0,600;5,647;0,055;-1,614;13,770;0,922;-1,086;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,867;-5,552;2,808;-1,307;1,204;18,281;0,482;32,887;2,253;35,646;-21,180;-2,362;-1,415;-27,846;0,000;97,692;26,781;88,688;4,215;0,256;-0,227;21,029;-6,894;0,319;-16,228;298,706;7,143;108,824;-0,224;5,534;3,510;-5,776;-0,026;1,950;16,210;-1,292;-0,300;-0,436;-1,290;-6,558;-4,185;-7,979;21,644;0,272;2,136;592,589;-0,956;-3,812;0,025;-11,439;-0,010;-10,009;-1,675;11,019;0,638;-9,763;0,319;-0,151;-36,008;-0,287;1,295;-0,530;1,698;0,686;0,000;-7,995;2,675;103,325;-2,384;-15,348;-6,394;58,275;9,227;-3,669;104,817;-12,984;31,854;24,797;3,663;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
