;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63;Router 64;Router 65;Router 66;Router 67;Router 68;Router 69;Router 70
Router 13;;;;;;;;;;;;;;5853,178;15013,149;4556,602;-121,014;137,233;-14,872;2593,874;1366,155;296,194;1343,956;1012,031;2745,938;1605,705;370,460;-52,679;-184,882;-315,206;-215,972;-544,290;1620,877;-475,206;497,893;352,995;3670,691;-469,144;-557,552;-502,514;2592,696;56,032;-163,740;-410,907;1433,251;1522,700;-97,056;-417,959;221,805;213,215;-251,059;-414,330;-114,384;-174,323;865,702;674,112;486,418;195,348;-14,713;869,559;405,583;-51,510;-85,974;-247,486;0,000;0,000;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;1547,770;752,144;218,181;263,393;124,201;4032,148;1917,256;1082,219;1521,574;30,627;373,961;317,282;287,234;-306,924;364,325;-165,474;-272,257;286,950;1665,938;3380,372;426,471;-408,988;304,292;-419,132;-524,095;-773,592;367,313;130,708;-242,349;990,894;4184,008;179,586;-77,172;-171,945;-35,928;-296,544;-166,346;-157,810;255,891;67,400;1291,478;372,243;210,561;1920,386;-126,871;274,661;-86,090;-144,619;-55,494;-359,195;0,000;0,000;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;7229,158;822,365;-657,860;-169,246;-177,111;1148,795;-628,920;-246,905;2285,749;4557,155;2291,622;206,162;-85,631;799,895;-457,601;355,195;-501,312;7071,555;330,853;3077,669;4946,521;14632,849;6951,462;4155,034;16216,942;8076,235;955,160;75,505;-932,729;1541,618;897,731;1642,090;-747,695;134,509;652,446;-476,805;-683,955;-581,313;-427,529;5268,874;1606,944;1001,163;3717,935;-424,769;5279,754;4837,314;291,071;-804,681;-410,933;0,000;0,000;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;474,040;4115,020;-12,825;-133,595;1407,073;189,781;4,771;631,323;1811,677;109,324;-71,884;6,463;243,433;-2,086;428,309;-301,089;854,170;-260,370;722,826;230,390;1594,639;3596,220;903,423;12623,215;-323,576;305,648;-279,423;-532,997;301,002;3355,003;-271,000;-107,462;65,856;465,936;-390,339;-98,352;1968,450;174,968;186,690;-465,034;349,157;1462,896;-163,536;-128,416;1060,328;-202,259;-109,358;-162,880;0,000;0,000;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;974,359;-24,703;69,605;158,383;-140,762;-30,330;79,754;226,586;89,160;67,518;-76,090;52,447;51,348;-69,183;-216,547;1094,586;-9,482;-1,714;211,675;300,713;135,088;-265,662;209,794;-99,002;3744,865;-236,144;-198,058;175,908;12,322;-23,743;147,913;-17,471;-58,636;-44,266;-148,415;-42,629;-57,886;2135,033;1482,419;-126,830;323,791;-216,762;173,780;-296,836;-13,796;24,093;76,217;0,000;0,000;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;37,253;161,091;468,987;76,676;92,419;-92,972;163,332;-210,318;-189,214;-192,237;-124,032;160,836;-74,796;8,473;-85,076;-206,399;9,403;63,659;-252,504;220,516;-382,948;810,058;12,796;722,120;-164,094;-135,956;-6,830;-145,868;73,950;-67,375;62,534;161,333;-279,315;-154,822;252,585;823,108;261,596;-251,058;127,010;88,227;114,817;-237,503;-292,352;-45,669;7,618;81,920;0,000;0,000;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;16,409;-3,859;-38,173;14,366;-10,522;-7,126;10,323;13,745;-9,961;10,008;7,155;-12,657;-42,490;-83,982;-37,712;-84,696;15,421;6,180;-62,578;67,092;-14,873;22,060;-47,037;-43,027;-6,868;16,437;-40,911;-42,498;-7,109;-13,017;-11,167;-6,570;-5,951;26,306;-19,061;21,201;-58,556;-37,345;-117,314;-9,961;26,286;2,371;-10,034;16,390;-35,847;0,000;0,000;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;5222,130;2834,383;1631,415;-117,792;-34,991;-280,955;-202,410;-51,918;49,318;23,495;-14,395;-309,928;174,727;-223,908;-87,553;146,959;165,651;923,699;665,223;1640,832;-41,568;51,265;-3,959;-179,922;-13,477;-166,389;-109,158;-84,717;-131,269;-23,543;80,727;-233,607;1344,215;-139,313;127,449;51,021;-65,630;-64,898;86,256;297,935;-98,808;-76,971;-179,633;-168,329;0,000;0,000;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;1435,340;2839,322;112,410;99,305;-292,769;-470,022;-133,632;-314,061;-3,128;77,617;-194,714;-120,776;-272,741;-92,520;-117,393;254,542;967,967;629,858;5008,180;-210,652;-78,293;45,409;-157,010;-17,302;-239,595;58,296;29,997;-183,608;-19,092;19,275;869,205;1324,895;-39,094;90,874;-510,628;26,934;301,277;70,186;286,289;-26,359;-42,311;-252,634;-231,048;0,000;0,000;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;-194,100;-173,703;-296,026;15,823;-83,513;76,440;-171,336;-32,266;15,701;-56,856;-218,153;0,490;31,084;105,493;71,856;-183,720;-130,422;-164,401;-198,603;-175,039;160,172;-83,621;-42,010;0,608;-177,341;-16,700;-10,828;-51,386;46,494;-49,932;1678,677;-25,818;-237,907;-44,534;65,511;-101,723;-42,760;125,232;-190,425;-64,073;-103,593;-98,943;0,000;0,000;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;-169,768;-247,742;-245,357;-40,543;-139,670;-177,311;60,076;38,038;-142,402;-77,041;-292,643;-94,671;38,235;-20,138;-310,487;-171,507;222,048;-18,805;-47,807;-9,122;-77,847;21,276;-216,450;-12,640;47,822;-123,665;-116,597;-40,120;45,171;46,356;-69,141;59,084;-134,897;-34,386;-293,438;4,933;-123,934;-141,785;-62,794;-69,375;14,517;0,000;0,000;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;3776,119;50,164;-21,103;-39,514;-122,408;-13,639;-162,788;219,132;164,285;-8,458;1,771;106,876;278,228;1301,188;-233,971;1034,113;2230,892;14,584;-71,483;126,903;112,205;-153,706;49,148;-93,441;-143,178;75,805;-15,180;74,075;-72,172;-76,847;2,354;91,557;-75,112;-53,482;-101,717;-103,611;-214,036;25,468;-82,154;-41,428;0,000;0,000;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;-160,979;-171,873;-101,221;20,820;-37,960;-110,638;-40,163;-258,028;-326,477;-172,098;106,988;-12,209;2889,652;59,281;2281,197;5253,313;44,908;-218,753;153,419;112,366;-95,440;75,567;-46,424;-280,752;223,563;-70,319;-3,028;-197,963;-74,932;-247,813;27,494;-236,774;-378,147;-113,243;-139,575;-297,193;-70,716;-83,824;-110,355;0,000;0,000;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;1631,333;-88,567;568,723;-106,929;-105,221;-0,468;-123,595;-25,548;-23,729;52,569;238,138;-335,002;-57,421;391,440;-118,101;-72,860;78,340;58,457;124,868;103,393;-18,555;-155,806;89,716;-1,966;120,071;214,032;-187,462;-15,110;-74,929;407,499;-6,231;-34,012;-5,345;-194,866;-160,015;-241,579;-102,454;-125,072;0,000;0,000;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;-40,012;210,992;-20,031;-63,763;20,148;-161,493;-14,122;-153,023;-30,563;78,164;-95,739;-97,783;-244,224;-57,775;-33,494;-31,273;72,026;7,546;179,043;-29,755;12,663;34,203;-26,734;11,624;53,816;-206,815;-133,203;-131,273;434,547;-170,311;-81,960;-54,818;-190,871;-199,060;-32,256;-53,750;-3,062;0,000;0,000;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;481,803;-22,381;-10,864;-10,299;-91,563;-300,598;19,520;1,651;-103,808;-208,168;-244,143;-317,985;-25,758;-96,309;-69,859;19,130;-111,340;42,465;202,404;-18,423;99,982;-16,413;55,983;83,137;-10,067;-4,917;-172,168;9,916;58,186;52,807;0,219;-3,003;19,036;-3,316;-64,211;2,247;0,000;0,000;0,000;0,000;0,000;0,000
Router 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-126,547;-50,142;-4,436;-195,675;-49,737;-180,056;-54,979;-124,703;-281,731;-34,665;26,985;77,329;-8,471;25,936;44,693;147,524;322,582;214,627;269,037;107,929;-1,406;17,012;9,065;-117,243;10,384;-150,758;258,289;75,914;144,890;-81,989;339,606;152,918;48,708;-66,513;48,443;0,000;0,000;0,000;0,000;0,000;0,000
Router 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;322,117;-101,097;-107,992;-116,838;-110,282;-121,412;-445,014;79,527;-73,300;23,120;-207,568;11,401;-39,091;-23,692;-61,890;29,268;-8,905;-35,303;26,875;87,187;-14,776;25,136;32,332;-61,929;5,552;-25,894;-22,647;-240,400;22,449;-92,718;-50,324;-7,640;-10,291;-68,565;0,000;0,000;0,000;0,000;0,000;0,000
Router 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,871;-289,373;-66,820;-74,766;-103,540;-139,823;230,483;125,035;485,753;-264,789;-165,269;-187,172;-57,582;-25,729;-148,276;11,060;-116,929;-67,661;37,464;76,458;10,324;-90,534;-110,372;-22,805;-226,164;-110,200;-430,929;23,661;-166,733;-92,032;-0,444;-26,870;-62,816;0,000;0,000;0,000;0,000;0,000;0,000
Router 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-443,702;1678,589;-153,060;-182,091;944,427;-134,105;-139,102;-515,590;-108,828;-284,116;-26,385;784,608;-212,444;-90,668;-95,056;-61,036;-77,586;-21,937;-21,670;107,184;-10,620;7,846;-404,694;-143,693;-122,840;-305,793;-83,079;28,033;-268,242;-58,047;-104,772;45,775;0,000;0,000;0,000;0,000;0,000;0,000
Router 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1889,336;294,267;1083,762;1743,131;2118,146;716,127;1567,118;1438,486;2961,125;1818,142;-296,063;835,987;-80,133;13,497;-185,469;-124,535;-76,417;-144,655;-275,495;-196,637;-133,910;8214,199;-332,954;-281,374;286,603;-62,838;60,685;39,648;182,599;-486,036;169,175;0,000;0,000;0,000;0,000;0,000;0,000
Router 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-181,741;-351,835;584,983;184,111;156,542;-527,622;22,767;922,804;684,266;1033,951;690,574;-91,145;36,202;-186,312;37,169;-261,064;-29,473;-59,393;-23,078;-74,289;868,062;-228,650;-159,950;399,854;84,407;60,373;-161,926;-151,010;-191,067;-156,436;0,000;0,000;0,000;0,000;0,000;0,000
Router 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52,385;-55,851;-62,965;6,980;1539,114;159,184;456,756;587,937;-8,528;139,382;36,531;398,612;-146,311;2,128;-85,601;6,318;-252,260;-51,457;-189,768;-93,950;-76,183;2325,570;971,873;56,089;-94,445;-64,964;-219,590;-5,583;-19,704;0,000;0,000;0,000;0,000;0,000;0,000
Router 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5730,319;71,845;458,332;1452,617;116,845;551,660;38,780;-152,297;-65,004;-295,601;142,647;-179,398;-91,684;56,594;19,806;59,655;221,958;73,645;371,595;26,303;1,487;876,427;-185,657;-30,143;79,918;-345,913;-98,603;-0,716;0,000;0,000;0,000;0,000;0,000;0,000
Router 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1384,593;1638,358;4573,448;205,804;906,713;159,488;-333,281;851,813;850,591;141,321;-347,531;-241,633;-44,690;3,975;145,096;-57,644;-73,349;695,829;78,568;-188,677;1997,905;-419,180;493,131;464,053;-393,939;-19,876;-56,672;0,000;0,000;0,000;0,000;0,000;0,000
Router 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9424,417;11694,361;2930,304;571,911;121,267;-410,800;-26,437;364,098;37,077;-216,267;-179,001;77,797;-95,231;-289,190;374,321;-236,540;2062,599;23,913;-110,258;732,510;-368,958;464,862;347,792;-126,398;-164,223;-234,407;0,000;0,000;0,000;0,000;0,000;0,000
Router 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7748,960;512,900;-21,022;115,240;-143,208;-10,101;539,380;88,921;-286,597;-20,336;-246,540;-95,396;-170,721;329,364;-134,719;650,312;13,601;-91,454;303,201;-73,085;66,663;117,153;32,599;-22,743;-143,268;0,000;0,000;0,000;0,000;0,000;0,000
Router 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-403,848;64,788;-140,278;-807,374;302,148;754,438;-22,877;-444,633;174,563;54,734;-145,793;-251,806;493,616;-328,738;1578,935;-528,866;0,890;7614,677;-445,413;596,609;2243,791;30,309;-461,518;-429,444;0,000;0,000;0,000;0,000;0,000;0,000
Router 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-217,271;-84,316;82,138;173,711;-197,291;369,861;-207,811;-264,820;79,485;-12,530;4,514;-18,287;-126,290;1472,341;1,655;21,068;-39,214;-292,732;174,169;46,795;27,856;-121,040;-45,201;0,000;0,000;0,000;0,000;0,000;0,000
Router 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1710,923;-269,400;102,375;39,605;-18,301;134,582;29,847;81,669;-203,228;-195,186;-157,136;-199,290;-244,309;502,356;-10,572;-20,737;42,914;74,974;-181,617;123,583;-225,235;0,712;0,000;0,000;0,000;0,000;0,000;0,000
Router 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-48,622;-107,069;-32,943;-94,974;35,699;6,440;-104,092;-65,810;-89,625;-146,627;-84,378;-31,895;-119,286;-79,540;-165,630;71,780;-43,307;-124,096;19,401;-86,190;145,481;0,000;0,000;0,000;0,000;0,000;0,000
Router 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,227;-73,769;-13,625;-5,726;-61,064;-51,602;-1,574;48,994;-98,435;28,845;-346,475;-70,734;-71,474;-349,502;3,829;-14,555;-206,160;1,101;26,478;-14,015;0,000;0,000;0,000;0,000;0,000;0,000
Router 45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9,172;169,113;-58,399;89,631;-134,850;-94,897;83,525;9,559;-34,151;804,695;-157,988;150,531;283,047;19,528;32,182;238,826;-43,233;-69,299;-52,562;0,000;0,000;0,000;0,000;0,000;0,000
Router 46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-207,733;-159,662;18,763;54,496;-18,142;-27,999;147,127;104,652;-49,905;-188,799;14,240;236,309;18,354;26,128;-38,039;47,710;4,997;-31,580;0,000;0,000;0,000;0,000;0,000;0,000
Router 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56,307;25,031;134,463;34,360;-56,021;-231,951;143,212;14,458;-171,915;463,311;177,931;-9,154;-71,694;275,576;92,197;-65,241;47,366;0,000;0,000;0,000;0,000;0,000;0,000
Router 48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35,444;-35,943;-30,986;-135,476;-130,039;-24,490;-23,399;63,585;-5,982;-396,664;-25,027;16,783;-123,667;1,577;-41,698;-1,168;0,000;0,000;0,000;0,000;0,000;0,000
Router 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,646;-16,678;13,792;58,217;44,935;5,780;-76,847;-11,192;-246,982;-14,033;-29,383;-73,448;-35,732;30,321;1,886;0,000;0,000;0,000;0,000;0,000;0,000
Router 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;74,291;100,297;-33,380;-40,618;-10,334;-115,516;-23,209;-204,651;-44,880;-34,106;-185,175;-77,455;-7,386;25,118;0,000;0,000;0,000;0,000;0,000;0,000
Router 51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;197,250;24,377;-46,047;-101,542;-29,029;6,193;86,855;-42,299;-132,027;-42,741;4,071;-13,065;-59,964;0,000;0,000;0,000;0,000;0,000;0,000
Router 52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,296;-36,482;-236,568;135,870;-142,687;-411,947;-30,347;-73,754;-171,095;-41,344;-52,644;-49,033;0,000;0,000;0,000;0,000;0,000;0,000
Router 53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100,942;-24,690;-248,478;8,877;-100,421;-33,997;-10,591;-4,799;-32,585;33,025;-153,860;0,000;0,000;0,000;0,000;0,000;0,000
Router 54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;190,855;-149,891;-140,021;-356,802;-0,612;-102,607;-263,820;-7,135;26,743;19,058;0,000;0,000;0,000;0,000;0,000;0,000
Router 55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;594,959;-140,689;543,573;-210,352;150,150;-125,532;-112,080;-214,801;329,571;0,000;0,000;0,000;0,000;0,000;0,000
Router 56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-168,321;1421,481;-276,070;230,047;-79,176;-154,992;20,026;-273,273;0,000;0,000;0,000;0,000;0,000;0,000
Router 57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-147,183;42,520;-151,433;-162,099;-116,420;3,097;-110,942;0,000;0,000;0,000;0,000;0,000;0,000
Router 58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-240,029;-377,702;32,323;20,366;-41,855;-331,482;0,000;0,000;0,000;0,000;0,000;0,000
Router 59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-157,887;-27,443;-12,755;-2,601;60,669;0,000;0,000;0,000;0,000;0,000;0,000
Router 60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-77,794;-72,846;-52,280;125,127;0,000;0,000;0,000;0,000;0,000;0,000
Router 61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-25,139;99,989;-217,318;0,000;0,000;0,000;0,000;0,000;0,000
Router 62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,583;99,896;0,000;0,000;0,000;0,000;0,000;0,000
Router 63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-11,052;0,000;0,000;0,000;0,000;0,000;0,000
Router 64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000
Router 65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000
