;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63;Router 64;Router 65;Router 66;Router 67;Router 68;Router 69;Router 70
Router 11;;;;;;;;;;;;7,715;4691,622;1303,046;13164,192;1183,319;1971,640;-32,941;-116,186;219,386;370,830;225,189;-65,585;725,977;888,934;4565,372;1341,192;205,103;-15,150;1,777;-254,415;190,649;663,776;365,209;493,055;520,639;1058,858;798,994;422,632;1628,712;1497,605;652,271;-212,701;-55,344;261,982;71,504;2659,217;-209,072;681,679;1390,203;38,098;904,732;-5,690;-44,595;1576,178;6172,401;477,541;3263,300;-213,291;902,285;460,468;-209,638;116,726;264,452;0,000;0,000;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;-113,465;-9,758;-9,966;-39,991;11,887;16,975;-0,731;2,959;-31,055;1,634;4,116;-18,658;-38,773;-48,644;-16,248;14,119;28,951;10,309;9,119;-9,105;-21,784;4,300;1,326;6,535;8,307;17,307;24,667;-6,549;-11,245;6,762;2,728;-12,898;-2,528;5,122;23,902;8,014;-4,753;-5,466;-6,690;-18,397;-0,439;-1,125;20,342;4,605;9,164;44,785;3,293;15,439;10,144;5,136;1,929;2,032;0,000;0,000;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;5858,439;14883,972;4672,719;150,944;334,035;-8,692;2689,309;1424,498;600,142;1459,244;1401,992;3035,355;1571,063;453,977;-150,181;134,244;-75,682;-177,292;192,190;1690,572;-212,628;838,578;405,330;3786,312;-202,784;-306,602;105,531;2971,116;-45,062;-82,802;-294,187;1782,412;1567,803;167,698;-274,255;267,042;257,423;-122,315;-188,375;243,723;-210,741;1240,079;903,103;569,244;450,503;-25,065;1201,357;555,750;58,416;-27,735;-151,867;0,000;0,000;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;1975,189;1125,922;440,258;357,590;145,742;3908,627;1989,328;1161,568;1910,146;267,572;244,195;447,621;113,234;29,896;688,116;-87,687;-36,049;768,599;1513,679;3488,615;442,936;-317,243;759,531;-271,821;-257,386;-515,423;442,429;306,536;-37,673;899,195;4336,679;295,880;333,204;-50,310;23,744;-92,452;-130,813;87,233;275,307;270,320;1314,431;455,293;320,899;2189,651;-40,473;449,444;-92,985;-101,713;59,534;-225,915;0,000;0,000;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;7571,374;754,610;-156,367;-137,132;76,017;1413,055;28,028;-70,290;2182,920;4568,792;2305,879;359,930;6,816;1260,600;-13,271;473,140;239,749;7491,941;447,574;3043,809;5122,503;14683,763;6908,639;4341,883;16606,803;7892,922;1099,503;14,466;-286,986;1750,388;1081,731;1532,866;-530,995;605,492;840,124;-237,938;-110,905;246,370;103,851;5853,278;1785,832;1369,827;4006,870;246,250;6123,618;5566,421;102,191;-161,367;-235,312;0,000;0,000;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;672,873;4311,033;-50,797;-254,333;1380,276;77,764;119,217;924,057;1884,609;243,995;134,972;121,752;178,902;-47,960;692,669;-124,340;1246,990;-78,532;637,827;190,058;1974,771;3560,795;1108,254;12652,628;-307,646;216,521;-417,642;-384,277;382,893;3705,030;-276,227;-51,643;341,042;173,396;-150,077;114,893;1956,367;414,207;648,098;-380,355;440,784;1518,042;-26,402;-23,174;1352,896;-257,688;-296,280;-112,856;0,000;0,000;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;1112,184;-26,881;-19,087;28,482;-145,050;106,389;126,483;182,283;142,843;73,121;-109,425;-53,719;155,795;-14,614;-0,969;1297,822;165,417;-264,958;512,420;554,975;387,634;-209,177;258,669;19,874;3696,367;-279,923;-96,079;55,865;-50,250;109,434;136,121;97,796;-60,698;40,134;54,644;-65,429;-110,063;2175,836;1569,150;-32,187;364,888;-115,642;61,627;-177,974;25,146;-0,900;153,795;0,000;0,000;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;27,790;117,102;402,260;6,865;59,350;-46,535;164,036;93,640;-55,532;-100,661;-142,924;168,492;-125,020;74,620;-99,057;-244,571;37,094;73,199;216,227;318,869;-171,110;888,285;26,885;755,535;-57,154;-58,161;141,874;101,745;40,491;3,907;30,439;-19,440;-114,433;-38,724;304,401;792,710;137,632;99,552;2,872;97,221;58,629;-86,739;-132,345;-53,849;-54,098;93,401;0,000;0,000;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;25,962;-4,759;-51,878;-21,419;-11,319;33,425;1,833;2,861;-2,316;6,072;9,073;-9,797;-53,359;-79,368;-44,083;-106,446;28,648;6,850;-29,439;38,711;-2,310;1,135;-43,750;-35,789;-11,927;6,685;-23,458;-40,428;-18,877;-12,389;-9,714;-5,746;-26,801;20,314;-15,308;-22,136;-60,116;-27,573;-39,669;-7,916;-1,391;-13,806;-5,407;9,442;-14,981;0,000;0,000;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;5128,790;2802,080;1782,295;125,575;103,265;-243,055;-95,798;-135,014;-80,508;84,526;11,175;-123,992;215,558;21,992;-95,022;-117,135;77,911;1055,045;770,912;1394,824;-164,216;67,243;-31,017;-86,826;115,502;12,568;-22,399;36,133;-14,181;97,304;14,111;-219,183;1349,543;-4,239;373,159;336,262;-34,827;-2,706;23,987;249,806;-90,621;-61,335;-88,460;-210,636;0,000;0,000;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;1451,467;2767,754;231,073;264,857;-104,578;-212,460;-106,774;-144,300;94,924;-194,755;47,155;142,272;-51,016;-21,647;-139,759;462,317;1070,390;772,968;5192,653;-371,503;22,369;24,000;-92,403;-171,434;-132,488;32,428;64,308;35,446;183,802;14,895;850,829;1206,820;67,905;-41,961;-108,096;95,739;644,078;233,301;293,198;120,188;-15,692;-46,268;-379,612;0,000;0,000;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;-97,162;-48,276;-76,867;-47,368;-49,339;23,341;40,991;24,458;6,891;-50,609;-286,589;99,973;82,224;-21,599;140,929;-70,727;-40,656;110,176;-47,561;-65,828;-41,480;-0,544;-29,394;-27,989;-54,387;-26,834;15,679;38,175;30,733;-26,173;1670,395;9,686;-269,533;125,392;47,857;-3,313;-90,114;38,476;-252,900;-16,381;-39,709;-80,901;0,000;0,000;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;2,818;-267,094;-163,334;-20,851;-49,063;-166,481;71,102;48,280;-81,115;-118,764;-113,506;-97,396;59,718;86,031;-129,691;-62,354;358,269;-155,057;69,270;46,953;-77,234;40,656;-12,662;13,246;70,377;-112,793;-100,350;-69,307;135,645;-25,434;3,566;-101,523;-32,729;-23,334;-121,261;41,299;-63,710;-196,093;4,579;-39,068;-53,065;0,000;0,000;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;3822,355;88,242;-8,361;-81,770;-197,699;-7,113;-57,406;154,586;112,952;16,674;23,255;33,322;20,233;1396,375;-105,003;1080,156;2263,972;-7,461;-88,588;107,826;46,885;-30,182;-24,384;-63,438;-68,731;40,258;-10,739;76,771;44,503;-34,151;25,565;47,302;60,095;-10,259;6,445;-29,740;-30,888;71,850;-0,838;-15,930;0,000;0,000;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;-94,231;-12,245;-68,125;-58,102;62,254;-68,287;80,791;29,661;-81,606;12,321;92,260;76,992;2903,081;-93,135;2375,173;5218,015;142,049;-16,486;114,161;162,947;-40,499;72,217;0,963;-116,763;-43,015;38,076;77,089;-27,937;-89,412;-84,176;-94,678;31,274;-69,274;-25,542;-103,208;-379,152;-19,471;-40,690;-69,039;0,000;0,000;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;1631,330;-0,354;618,650;-119,444;-106,736;-51,177;-30,530;110,133;8,854;99,141;81,880;20,778;8,687;430,802;-33,927;-38,562;56,616;-116,579;243,595;60,832;28,348;-99,275;16,058;-39,806;230,151;194,847;-165,214;-73,252;-124,547;483,250;-24,375;-57,912;-102,052;-41,468;-41,097;-113,645;47,763;-111,996;0,000;0,000;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;-61,971;325,877;-35,275;-65,670;50,673;-44,996;-19,350;7,868;-80,500;2,263;-26,527;-59,774;31,475;-45,189;-43,302;-105,815;20,521;6,069;149,223;-9,863;-17,427;0,755;-1,042;63,769;71,634;-173,295;-35,206;-111,048;644,827;-94,707;-24,675;-23,634;-100,641;4,333;-9,072;-20,055;-44,903;0,000;0,000;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;508,787;-73,285;25,689;-15,407;-14,852;-133,634;56,418;49,615;5,747;-70,194;-26,883;-187,319;-100,148;-64,988;-26,490;44,451;-94,792;29,202;240,623;4,908;49,480;-13,392;43,418;-5,968;-11,147;47,113;-31,042;-36,719;111,442;-10,936;60,164;27,858;64,630;-8,812;13,001;-8,484;0,000;0,000;0,000;0,000;0,000;0,000
Router 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-125,207;39,557;61,132;-7,788;-126,693;-42,290;87,502;127,534;-132,472;-101,486;43,624;32,985;-58,704;-62,640;48,708;258,360;248,808;174,502;218,007;102,637;-9,654;24,840;28,926;-94,000;-4,609;-15,693;439,585;39,560;214,404;-18,784;294,324;306,754;40,192;-69,872;-32,624;0,000;0,000;0,000;0,000;0,000;0,000
Router 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;323,757;20,911;-9,679;-26,793;-81,101;8,582;-139,149;202,241;8,729;-63,782;17,945;73,341;-2,599;-22,324;3,191;-65,479;-51,855;-13,351;-36,470;99,341;-17,590;21,758;1,536;-11,593;-2,761;-70,315;-77,477;-87,132;-7,309;76,073;-129,143;-13,036;7,168;-48,443;0,000;0,000;0,000;0,000;0,000;0,000
Router 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9,044;-15,539;-70,696;0,256;-73,590;-77,809;36,394;-23,099;469,605;-86,494;-118,578;-79,293;-40,531;-72,856;-106,079;-41,523;-66,422;-93,112;10,996;-14,022;-63,877;-81,159;-0,295;57,072;-103,756;-43,893;-324,855;-8,452;-67,171;-21,609;-13,500;28,219;-51,848;0,000;0,000;0,000;0,000;0,000;0,000
Router 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-220,474;1690,614;-36,882;-173,588;1207,862;-187,512;-70,800;-256,731;81,341;-36,821;-16,636;853,115;-189,027;38,108;-2,328;45,692;-20,714;4,390;-5,609;118,756;-40,943;27,560;-268,193;48,759;-28,193;-190,792;15,499;82,193;-58,057;-90,748;-29,604;34,295;0,000;0,000;0,000;0,000;0,000;0,000
Router 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1898,092;676,712;1119,742;2011,796;2188,691;952,216;2086,882;1485,106;2915,295;1817,011;-334,440;762,816;-176,192;81,610;-79,079;7,696;-60,596;-159,813;-116,454;38,568;18,724;8260,557;-327,598;-307,250;395,528;-163,215;94,020;21,751;-6,375;-293,571;-6,550;0,000;0,000;0,000;0,000;0,000;0,000
Router 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-175,295;-112,268;862,662;-19,150;247,752;-516,659;130,756;932,802;661,104;958,642;694,181;-205,758;33,852;-133,854;-54,115;-83,896;41,440;40,741;24,903;-3,313;945,020;-23,989;-144,929;447,019;110,431;165,132;-71,905;-26,954;-6,864;-35,117;0,000;0,000;0,000;0,000;0,000;0,000
Router 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73,121;-83,191;32,022;131,416;1689,304;55,561;522,090;624,772;-94,978;119,775;177,172;509,284;-134,085;38,558;78,025;-27,563;-212,807;57,062;-83,452;-41,120;-227,473;2356,926;905,064;0,947;-108,195;6,282;5,063;-42,228;69,144;0,000;0,000;0,000;0,000;0,000;0,000
Router 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5786,956;113,168;384,510;1429,849;177,086;528,776;-30,049;-190,458;3,649;-200,121;188,075;-61,747;-18,018;99,770;-95,615;-6,233;106,442;144,462;382,234;67,025;108,191;1054,851;-128,434;113,152;224,795;-208,539;-8,270;45,397;0,000;0,000;0,000;0,000;0,000;0,000
Router 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1694,843;1676,804;5189,744;300,829;1133,433;120,818;-216,100;889,968;1043,793;119,985;-215,274;-69,759;150,470;-98,045;232,059;223,299;147,764;971,149;52,870;24,882;2240,524;-161,998;562,324;715,373;-286,959;139,877;-296,033;0,000;0,000;0,000;0,000;0,000;0,000
Router 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9625,555;11778,158;3040,474;598,019;50,611;-267,510;14,109;529,038;165,206;-153,318;-33,401;62,776;-50,116;-252,601;267,299;-56,556;2018,882;-43,060;-262,567;1028,572;-40,929;531,912;564,846;-86,084;-37,376;-62,080;0,000;0,000;0,000;0,000;0,000;0,000
Router 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8037,289;413,827;16,934;131,404;5,553;-89,324;542,152;78,624;-31,756;37,175;-45,246;35,987;-130,953;494,036;-126,062;877,370;84,660;-168,650;390,520;13,254;224,805;264,288;-5,147;-12,277;111,834;0,000;0,000;0,000;0,000;0,000;0,000
Router 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-634,024;414,700;-120,493;-516,617;-6,397;1016,501;104,588;62,011;300,476;170,110;-191,141;-178,717;648,249;87,037;2096,959;-310,597;264,189;8011,511;25,137;805,735;2464,232;-80,540;-252,400;-375,274;0,000;0,000;0,000;0,000;0,000;0,000
Router 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,347;-68,417;42,122;216,581;-171,949;275,414;-136,370;-154,102;-5,739;-73,110;106,457;31,927;-122,926;1264,383;111,853;9,884;-76,235;-182,745;215,640;184,813;33,245;-71,887;-21,278;0,000;0,000;0,000;0,000;0,000;0,000
Router 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1794,099;-152,955;132,257;-10,153;7,283;52,836;99,242;-66,532;-68,838;-65,760;22,213;-86,249;-173,520;438,983;-105,490;-131,356;-43,564;-15,816;-189,643;136,636;-18,245;109,683;0,000;0,000;0,000;0,000;0,000;0,000
Router 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-20,303;-76,938;-37,819;-73,819;-1,134;21,120;-31,802;-45,542;-98,193;-39,408;-15,966;-131,863;-77,607;-69,368;-44,594;33,065;5,743;-97,360;17,132;-66,252;73,493;0,000;0,000;0,000;0,000;0,000;0,000
Router 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81,794;-37,157;18,348;42,860;-60,375;-96,906;-0,454;15,092;17,417;0,228;-208,793;-65,006;-51,588;-173,806;30,860;116,182;-63,546;-33,202;-15,445;1,147;0,000;0,000;0,000;0,000;0,000;0,000
Router 45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-11,221;90,472;-46,140;-63,653;-23,521;-47,096;209,282;187,489;66,177;918,783;31,854;132,883;595,999;17,403;259,389;246,073;23,387;-3,347;13,964;0,000;0,000;0,000;0,000;0,000;0,000
Router 46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-43,313;-72,541;45,583;84,735;10,201;-56,370;200,947;-6,553;-14,294;-97,530;99,239;272,426;24,268;76,061;48,326;40,838;-57,889;-13,848;0,000;0,000;0,000;0,000;0,000;0,000
Router 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-65,097;-88,600;102,098;-16,785;-9,755;-169,343;188,229;69,468;-84,743;479,011;544,500;-69,726;-158,199;18,264;77,199;-4,958;149,367;0,000;0,000;0,000;0,000;0,000;0,000
Router 48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36,357;35,770;-6,725;-41,104;-123,342;-28,103;32,055;7,744;-24,827;-85,143;0,361;19,334;-0,577;0,368;-95,337;-22,613;0,000;0,000;0,000;0,000;0,000;0,000
Router 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30,524;5,047;-10,826;24,944;19,290;66,748;-78,842;11,977;-78,087;70,670;49,224;-76,047;25,552;-8,348;27,837;0,000;0,000;0,000;0,000;0,000;0,000
Router 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,088;151,621;9,919;-26,883;-118,807;-151,656;13,897;-42,534;-97,061;-3,818;-119,613;-57,368;16,940;12,737;0,000;0,000;0,000;0,000;0,000;0,000
Router 51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;192,730;26,555;3,651;-50,715;-41,447;7,079;-80,809;32,399;-6,855;-72,951;48,980;-11,690;26,199;0,000;0,000;0,000;0,000;0,000;0,000
Router 52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31,463;-53,180;-176,017;161,603;-117,885;-136,409;-45,222;-10,856;-192,652;-27,366;18,297;-24,996;0,000;0,000;0,000;0,000;0,000;0,000
Router 53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-69,948;17,605;-58,650;-111,601;90,675;-84,363;-19,384;-99,941;39,988;28,998;4,687;0,000;0,000;0,000;0,000;0,000;0,000
Router 54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,786;-106,640;-37,612;-128,009;43,420;-57,556;-26,265;-30,888;-0,052;-27,815;0,000;0,000;0,000;0,000;0,000;0,000
Router 55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;709,260;-174,276;558,208;-161,748;158,112;103,005;-214,379;-217,546;28,503;0,000;0,000;0,000;0,000;0,000;0,000
Router 56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-170,050;1539,589;-26,923;256,796;86,925;-48,891;8,734;10,072;0,000;0,000;0,000;0,000;0,000;0,000
Router 57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;139,606;20,586;-122,907;-45,586;-58,516;12,475;-23,359;0,000;0,000;0,000;0,000;0,000;0,000
Router 58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-171,119;-125,380;135,404;76,129;2,235;-240,414;0,000;0,000;0,000;0,000;0,000;0,000
Router 59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,078;-35,014;1,093;0,487;-21,319;0,000;0,000;0,000;0,000;0,000;0,000
Router 60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,398;-109,377;43,633;27,870;0,000;0,000;0,000;0,000;0,000;0,000
Router 61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,965;18,081;21,367;0,000;0,000;0,000;0,000;0,000;0,000
Router 62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-11,217;63,667;0,000;0,000;0,000;0,000;0,000;0,000
Router 63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-34,860;0,000;0,000;0,000;0,000;0,000;0,000
Router 64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000
Router 65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000
Router 66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000
