;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44
Router 11;;;;;;;;;;;;-3,445;1,480;4,249;208,346;2658,470;23,788;146,296;30,148;3,964;217,301;268,390;23,544;1,486;122,192;8,438;1,779;80,686;-2,475;67,187;252,922;-14,430;2,166;126,213;20,116;1313,593;218,663;411,596;267,582;174,521;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;-0,370;0,550;6,184;52,022;-3,046;-3,044;4,106;0,297;1,720;15,024;5,437;-4,025;-3,360;2,325;0,399;39,688;3,347;7,039;17,132;0,683;0,874;10,048;0,802;-1,398;26,202;26,577;0,251;7,592;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;-1,373;14,289;31,563;-1,175;5,930;5,614;-4,837;38,237;19,802;1,512;-3,461;-0,916;1,561;-0,374;19,933;6,312;-1,813;1,498;-1,190;0,007;12,403;-0,125;-1,922;0,803;4,015;6,643;3,109;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;99,639;240,917;-3,142;9,988;-2,650;1,126;-3,327;7,388;13,774;12,937;-4,495;-1,812;0,721;16,692;-2,898;19,552;21,378;2,480;19,550;-0,640;-0,450;-1,058;44,398;76,393;10,923;-0,032;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;3884,853;487,619;313,162;118,495;108,565;28,076;53,210;355,156;102,966;-15,039;-14,872;15,354;232,431;32,985;-18,144;-51,452;71,979;1,419;58,303;10,678;-0,222;-36,084;-2,188;-2,857;-27,417;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;1655,077;3458,262;8762,191;2881,326;285,332;65,235;3818,155;1459,921;86,950;117,563;238,271;4972,182;2445,940;881,927;1719,979;708,772;230,433;64,707;524,379;3156,249;10545,558;16291,695;5871,056;737,125;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;41,007;-25,955;10,042;155,145;116,355;169,186;24,575;4,877;-2,506;35,176;805,697;161,838;609,776;765,649;-6,301;16,720;18,558;13,998;59,735;91,184;633,579;217,658;131,486;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;-30,506;32,281;220,716;251,478;21,550;30,984;6,245;79,178;29,039;95,528;526,216;1195,237;1629,667;-8,400;116,234;169,014;39,169;366,091;563,331;1875,332;151,677;381,813;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;179,707;261,613;137,061;38,383;46,765;7,552;-4,256;51,327;143,887;1956,869;656,504;1422,489;-16,150;173,001;56,826;13,500;36,733;1838,089;1464,229;755,515;770,020;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;157,016;166,223;207,520;44,660;-16,600;2,252;23,804;445,208;1109,121;297,340;1029,701;-13,222;125,974;3,597;8,999;56,513;1212,059;780,150;455,118;693,451;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;-47,213;329,509;41,865;-16,598;48,254;9,594;106,955;71,249;15,902;3,596;0,384;-1,513;10,778;10,179;-10,326;38,700;7,138;7,041;-32,394;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;285,446;100,368;874,727;6,877;16,294;86,560;8,709;-1,592;15,891;3,752;6,370;16,439;0,774;-7,903;-88,881;-29,456;-20,801;4,901;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;349,425;8,254;45,234;42,452;2205,563;595,241;226,012;528,038;0,837;89,027;23,486;125,696;338,467;1008,584;1267,505;474,311;308,482;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;12,334;104,478;25,373;118,992;75,942;187,096;341,346;-3,246;-0,323;14,216;0,162;193,601;76,545;890,968;25,726;156,722;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;-14,282;-3,031;-21,082;-0,085;5,601;-3,539;-7,205;-2,474;5,093;-2,071;9,566;-2,954;70,877;13,181;-3,195;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;1,996;7,120;-7,938;26,371;23,080;-5,181;15,352;-6,342;0,631;4,066;45,904;62,709;29,394;0,991;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6,577;481,556;46,183;82,327;51,604;2,554;9,754;1,017;7,574;116,413;31,858;9,340;43,329;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;899,591;592,836;1064,630;36,597;70,773;42,227;18,424;22,489;1444,447;2134,429;408,435;443,288;0,000;0,000;0,000;0,000
Router 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104,150;284,142;29,071;46,403;23,318;-1,182;18,833;180,565;166,335;133,426;171,993;0,000;0,000;0,000;0,000
Router 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5404,969;37,680;12,357;9,728;3,065;-6,957;119,628;-6,367;20,786;6,011;0,000;0,000;0,000;0,000
Router 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;140,242;15,651;-2,234;-0,658;-0,562;221,670;-14,667;52,482;5550,374;0,000;0,000;0,000;0,000
Router 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,779;1,076;-4,194;-3,364;156,067;124,223;69,185;88,509;0,000;0,000;0,000;0,000
Router 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,978;3,548;2,486;-17,212;14,319;2,110;9,323;0,000;0,000;0,000;0,000
Router 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1,999;-8,166;4,035;-24,561;-23,316;-9,830;0,000;0,000;0,000;0,000
Router 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2,487;-12,061;31,686;7,722;-3,035;0,000;0,000;0,000;0,000
Router 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-18,337;62,513;-1,908;0,359;0,000;0,000;0,000;0,000
Router 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,326;8,965;57,984;0,000;0,000;0,000;0,000
Router 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-43,843;-48,285;0,000;0,000;0,000;0,000
Router 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-26,012;0,000;0,000;0,000;0,000
Router 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000
Router 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000
Router 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000
Router 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000
Router 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
