;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44
Router 11;;;;;;;;;;;;0,000;0,000;14,148;81,050;2460,640;-48,713;161,346;241,972;58,697;240,831;233,517;-21,513;0,526;72,829;18,985;5,048;0,328;18,067;86,987;202,678;9,300;52,397;89,158;-2,280;1355,886;174,318;422,247;206,546;184,282;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;31,832;101,119;-58,336;-68,824;-12,897;-33,314;-58,563;-137,803;-34,469;40,069;-29,968;40,690;-22,502;89,482;-37,569;60,153;19,479;30,870;24,010;-6,032;-35,928;-28,766;-11,860;95,846;-27,593;24,228;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;3719,278;421,453;362,405;129,426;248,639;108,758;-67,890;324,581;119,502;73,304;14,808;17,888;207,528;212,099;-44,782;-77,847;-11,342;57,054;13,058;-31,787;-104,855;-33,853;0,820;-16,999;50,250;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;1544,863;3798,210;9105,655;2798,121;395,859;-11,485;3560,980;1868,091;-134,367;138,871;170,433;4859,813;2378,965;634,040;1591,595;253,041;113,770;47,504;321,894;2713,142;10374,421;16785,725;6062,917;774,545;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;-7,691;105,390;54,978;117,320;84,173;98,704;175,935;10,818;-124,351;-62,152;849,410;38,560;841,036;869,112;-76,764;-7,229;73,241;30,172;-11,668;-58,850;759,196;94,489;99,719;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;-204,487;205,581;324,817;242,816;170,628;227,305;-30,522;102,075;0,575;-72,446;488,882;1597,804;1822,168;-110,824;4,561;230,813;102,620;357,126;603,447;2314,881;-7,419;247,864;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;163,584;227,415;159,695;-161,786;162,437;-91,449;-1,397;106,062;-16,438;2001,349;513,731;1435,103;27,909;136,454;-11,784;-60,293;144,635;1927,701;1645,532;773,354;723,091;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;128,495;216,873;228,182;-50,166;56,982;-48,674;-24,857;558,563;1204,184;440,015;1053,124;-4,102;48,723;-114,291;-61,760;5,286;1211,925;864,751;445,005;664,713;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;-17,965;303,492;65,023;-38,072;84,747;156,923;109,306;-58,942;-48,999;-57,030;-30,552;34,163;-64,459;-136,152;-36,781;84,694;35,141;-163,712;-28,515;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;244,612;94,329;814,220;112,589;64,004;48,652;56,060;41,564;10,010;85,410;38,610;-0,818;-18,360;-153,421;51,801;-42,224;-39,811;132,720;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;365,063;94,334;65,816;59,379;2504,710;732,404;149,274;437,539;-61,785;215,854;-23,794;-2,641;318,849;999,749;1190,751;554,238;249,869;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;-31,630;61,580;25,163;77,939;40,376;116,469;415,585;58,030;0,850;-35,417;-97,820;172,439;53,632;1156,307;62,861;261,661;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;-36,450;1,826;-39,545;24,317;168,936;114,046;-3,678;37,797;-111,727;-115,586;27,006;-14,535;142,345;-77,952;73,460;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;2,436;5,407;-8,360;-3,783;-158,806;4,442;-57,017;-112,182;47,804;58,962;-299,941;22,186;-118,670;-83,994;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,681;432,401;-7,006;179,402;50,938;21,223;-12,023;-33,037;22,320;120,242;7,387;-44,743;126,717;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;830,013;519,918;1098,811;-114,914;214,242;89,475;152,382;100,029;1372,160;1957,368;573,650;727,311;0,000;0,000;0,000;0,000
Router 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,986;131,156;-172,344;39,737;93,849;-47,085;140,181;351,390;114,698;60,964;57,164;0,000;0,000;0,000;0,000
Router 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5622,691;-97,230;22,542;58,489;-30,568;-38,658;15,688;33,477;-29,021;-22,808;0,000;0,000;0,000;0,000
Router 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6,007;-4,699;114,312;-20,747;-23,807;107,026;55,756;149,512;5606,439;0,000;0,000;0,000;0,000
Router 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43,973;-32,333;-28,623;24,175;30,315;93,154;32,665;82,676;0,000;0,000;0,000;0,000
Router 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-48,124;-36,221;-93,012;-1,922;93,403;-29,277;14,970;0,000;0,000;0,000;0,000
Router 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21,744;-41,476;94,592;-6,435;141,891;9,622;0,000;0,000;0,000;0,000
Router 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-22,573;-27,678;138,589;-95,241;94,334;0,000;0,000;0,000;0,000
Router 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-154,375;-120,660;-130,483;-7,114;0,000;0,000;0,000;0,000
Router 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;151,289;47,116;-208,920;0,000;0,000;0,000;0,000
Router 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29,042;-96,803;0,000;0,000;0,000;0,000
Router 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56,798;0,000;0,000;0,000;0,000
Router 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000
Router 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000
Router 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000
Router 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000
Router 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
