;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44
Router 11;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;1467,451;1557,413;4946,040;1800,670;287,553;9,494;3681,207;0,000;0,000;0,000;0,000;3790,052;1573,859;731,260;1403,945;0,000;0,000;0,000;0,000;0,000;9621,128;14440,502;4513,403;635,995;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;21,981;-3,223;52,700;152,735;24,869;193,320;0,000;0,000;0,000;0,000;613,847;111,477;495,256;699,498;0,000;0,000;0,000;0,000;0,000;124,456;575,009;62,351;210,238;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;-32,743;-104,871;99,783;108,811;24,451;0,000;0,000;0,000;0,000;-51,257;228,332;719,439;1054,288;0,000;0,000;0,000;0,000;0,000;236,603;782,265;116,669;300,775;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;157,986;187,111;14,612;46,679;0,000;0,000;0,000;0,000;89,036;1046,171;306,655;737,529;0,000;0,000;0,000;0,000;0,000;1018,557;892,963;388,178;438,419;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;84,568;118,551;165,829;0,000;0,000;0,000;0,000;250,015;670,773;195,194;599,077;0,000;0,000;0,000;0,000;0,000;755,658;418,388;289,968;372,807;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;-6,160;230,039;0,000;0,000;0,000;0,000;133,514;31,414;25,262;2,474;0,000;0,000;0,000;0,000;0,000;85,096;15,515;55,938;-61,312;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;210,045;0,000;0,000;0,000;0,000;14,759;-31,517;-4,882;-6,424;0,000;0,000;0,000;0,000;0,000;10,296;-20,058;-83,560;-17,213;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;1693,846;263,835;189,871;481,477;0,000;0,000;0,000;0,000;0,000;1020,842;1167,525;268,823;312,871;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;519,242;408,652;826,183;0,000;0,000;0,000;0,000;0,000;1067,343;1640,398;259,638;338,410;0,000;0,000;0,000;0,000
Router 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43,256;245,816;0,000;0,000;0,000;0,000;0,000;258,207;100,137;46,340;153,239;0,000;0,000;0,000;0,000
Router 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4521,483;0,000;0,000;0,000;0,000;0,000;119,003;39,973;39,635;-15,680;0,000;0,000;0,000;0,000
Router 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;238,610;52,807;-49,489;4621,998;0,000;0,000;0,000;0,000
Router 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57,867;-41,883;43,240;0,000;0,000;0,000;0,000
Router 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-51,089;23,351;0,000;0,000;0,000;0,000
Router 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-128,482;0,000;0,000;0,000;0,000
Router 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000
Router 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000
Router 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000
Router 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000
Router 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
